tenure1,tenure2,runs,mean_gap,min_gap,max_gap,std_gap,mean_value,mean_iterations,mean_candidates,mean_feasibility
1,1,100,4.72742466,0.83612,16.38796,2.716846671,626.27,18284.58,2992474960,222489980.1
1,2,100,4.53010029,0.83612,16.555184,2.723309929,625.09,19287.55,3160068545,234722094.1
1,3,100,4.34782604,0.83612,16.555184,2.832606585,624,20178.61,3416699110,229169538.1
1,4,100,4.18729086,0.83612,16.555184,2.717061381,623.04,21895.26,3885672261,218108593.1
1,5,100,4.24080262,0.83612,16.555184,2.717747407,623.36,23563.61,4334966830,214174819.3
1,6,100,4.16220731,0.83612,16.555184,2.689683513,622.89,25301.46,4910039725,199980845.1
1,7,100,3.99999998,0.83612,11.371237,2.359965168,621.92,26373.45,5272850377,192003920.6
1,8,100,3.94147155,0.83612,11.371237,2.289810598,621.57,29095.53,5990476819,192384403.2
1,9,100,3.90802672,0.83612,11.371237,2.295527232,621.37,30697.44,6450104262,181105814.1
1,10,100,4.01337791,0.83612,11.371237,2.29335372,622,32603.92,7071346962,166038717.4
1,11,100,3.97826086,0.83612,10.702341,2.133623513,621.79,34178.93,7564744819,149208445.2
1,12,100,3.93979931,0.83612,10.702341,2.143532802,621.56,37380.46,8447723897,136959635.8
1,13,100,4.00668896,0.83612,11.371237,2.20518648,621.96,38733.21,8808349026,131306919.8
1,14,100,3.90635451,0.83612,10.702341,2.101909533,621.36,39702.35,9146549862,124505587.5
1,15,100,4.05518394,0.83612,10.702341,2.172987032,622.25,41145.26,9594309793,118057545.4
2,1,100,4.12040125,0.83612,11.204013,2.352993769,622.64,18763.92,2882519175,253217345.2
2,2,100,3.88795974,0.83612,11.371237,2.253517671,621.25,20111.27,3195025349,239753905.4
2,3,100,3.58528424,0.83612,11.204013,1.995724718,619.44,24919.03,4232261420,211645535.3
2,4,100,3.49331094,0.83612,10.367893,2.168500512,618.89,26861.12,4926774226,192336074.1
2,5,100,3.389632,0.83612,11.371237,2.003710347,618.27,29101.54,5683667279,170502210.3
2,6,100,3.34949824,0.83612,10.033445,1.843599395,618.03,34294.85,7044038805,152395950.7
2,7,100,3.38294311,0.83612,10.033445,1.912986205,618.23,36530.85,7796263480,136672290.2
2,8,100,3.00167222,0.83612,9.866221,1.781247512,615.95,39003.64,8543098388,127610646
2,9,100,3.1722408,0.501672,9.698997,1.712210275,616.97,42123.14,9446719756,104905080.6
2,10,100,3.09030102,0.83612,10.869565,1.764855301,616.48,44927.23,1.027051811e+10,93278901.1
2,11,100,3.22408027,0.83612,10.869565,1.711158194,617.28,46803.8,1.087556944e+10,85862308.42
2,12,100,3.24581937,0.83612,8.862876,1.672087903,617.41,48765.12,1.149029214e+10,77905668.45
2,13,100,3.43143811,0.83612,10.869565,1.842070378,618.52,51728.05,1.236027736e+10,71363189.85
2,14,100,3.47324411,0.83612,10.869565,1.891156148,618.77,53676.72,1.295056263e+10,65479093.02
2,15,100,3.59866215,0.83612,10.869565,1.855819694,619.52,54648.8,1.328236661e+10,57689656.04
