tenure1,tenure2,runs,mean_gap,min_gap,max_gap,std_gap,mean_value,mean_iterations,mean_candidates,mean_feasibility
1,1,100,5.48708493,1.476015,11.623616,2.221405376,571.74,36853.24,2211623436,118991065.6
1,2,100,5.11439113,1.476015,11.623616,2.084116171,569.72,40380.65,2460264903,120005906.4
1,3,100,4.76199263,1.476015,10.885609,1.796042942,567.81,42972.54,2698223226,115307264
1,4,100,4.72324724,1.476015,10.885609,1.839979719,567.6,47405.45,3084649181,100864753.3
1,5,100,4.47970485,0.369004,11.623616,1.925823759,566.28,50068.78,3334116414,101197524.3
1,6,100,4.56457567,0.738007,10.885609,1.76181626,566.74,55462.66,3799748544,87677659.86
1,7,100,4.59225098,0.738007,10.885609,1.789175986,566.89,59503.97,4137288326,90186695.52
1,8,100,4.63653146,0.553506,10.885609,1.822263603,567.13,63748.12,4512364865,79830661
1,9,100,4.83210343,0.553506,10.885609,1.83280744,568.19,66069.31,4763027965,73901043.38
1,10,100,4.70295212,1.476015,10.885609,1.843246251,567.49,70969.94,5172473648,67337436.66
1,11,100,4.74907758,1.107011,10.885609,1.850344532,567.74,76561.3,5627069535,61625487.91
1,12,100,4.85239865,1.476015,10.885609,1.864207485,568.3,80621.45,5944353857,58027600.14
1,13,100,4.92804435,1.476015,10.885609,1.858997885,568.71,86802.04,6428118305,54972815.88
1,14,100,5.03321042,1.476015,10.885609,1.924037475,569.28,91657.17,6777448587,50946458.27
1,15,100,5.02583035,1.476015,10.885609,1.816303429,569.24,97236.38,7109813862,46000062.96
2,1,100,4.91697416,1.291513,10.885609,1.942940746,568.65,37650.25,2142858553,123131357.6
2,2,100,4.77859773,0.369004,10.885609,2.075588787,567.9,44319.08,2645041022,111698604.3
2,3,100,4.15313653,0.369004,8.487085,1.718318154,564.51,48180.56,3013056341,96339632.69
2,4,100,3.98339481,0.369004,7.564576,1.75232019,563.59,51702.29,3371116188,82359558.57
2,5,100,3.53321033,0.184502,7.380074,1.671223969,561.15,57750.25,3910618319,74719863.66
2,6,100,3.68634692,0,7.564576,1.643130842,561.98,63055.5,4394274855,66547280.39
2,7,100,3.88007384,0,7.564576,1.720310137,563.03,66697.71,4752690913,61043243.1
2,8,100,3.92988931,0,8.487085,1.78986867,563.3,69220.15,4992258388,57928462.59
2,9,100,4.14022142,0.184502,8.302583,1.734614701,564.44,72663.02,5281942109,53915682.81
2,10,100,4.15313655,0.184502,8.487085,1.70344591,564.51,75078.46,5484488612,52228701.94
