tenure1,tenure2,runs,mean_gap,min_gap,max_gap,std_gap,mean_value,mean_iterations,mean_candidates,mean_feasibility
1,1,100,2.60398503,0.498132,5.230386,1.13311206,823.91,17341.29,1289548951,38961859.39
1,2,100,2.53051056,0.498132,5.230386,1.134325924,823.32,17993.82,1339022567,37329693.14
1,3,100,2.44582812,0.373599,5.230386,1.17110523,822.64,19395.99,1442979811,35849538.38
1,4,100,2.39726025,0.373599,5.230386,1.198716909,822.25,20727.95,1535487780,34329877.78
1,5,100,2.33623908,0,5.230386,1.216455821,821.76,22300.07,1642652636,32418302.7
1,6,100,2.29016187,0,5.230386,1.176493537,821.39,24138.21,1755683742,31070345.23
1,7,100,2.23661268,0.124533,5.230386,1.149694612,820.96,25452.02,1815499797,29524923.66
1,8,100,2.27646324,0.249066,5.230386,1.159079675,821.28,27729.71,1931836718,28080468.83
1,9,100,2.31382314,0.373599,5.230386,1.132847283,821.58,29861.74,2023563583,26526850.08
1,10,100,2.28891654,0.498132,5.230386,1.082153127,821.38,31942.63,2101525552,25196771.75
1,11,100,2.37484431,0,5.230386,1.132166044,822.07,33648.24,2159277769,24452353.5
1,12,100,2.4034869,0.498132,5.230386,1.0672445,822.3,35477.62,2206754562,23486090.98
1,13,100,2.42963883,0.498132,5.230386,1.126929303,822.51,37908.73,2282309135,22494155.32
1,14,100,2.4159402,0.498132,5.230386,1.108923741,822.4,39497.79,2303646487,21857060.49
1,15,100,2.47447071,0.498132,5.230386,1.191544511,822.87,42028.36,2354517357,21093769.46
2,1,100,2.48816934,0.498132,5.728518,1.157307838,822.98,16628.51,1214215819,40682363.42
2,2,100,2.43088416,0.373599,5.728518,1.174572598,822.52,17549.34,1284420033,38501372.76
2,3,100,2.30012451,0.373599,5.230386,1.184132901,821.47,19281.8,1411678382,35649172.29
2,4,100,2.25155664,0.373599,5.230386,1.182706597,821.08,21473.92,1561957271,32858188.47
2,5,100,2.17434618,0.124533,5.479452,1.170021243,820.46,23408.55,1683505310,30475056.38
2,6,100,2.18181816,0.373599,5.230386,1.095204053,820.52,24991.96,1772867494,29222117.38
2,7,100,2.15815689,0.124533,5.728518,1.146028286,820.33,26854.3,1868395168,27590543.07
2,8,100,2.16313821,0.124533,5.230386,1.110004592,820.37,28336.18,1935900756,26670759.88
2,9,100,2.24906598,0.249066,5.230386,1.059335995,821.06,29787.09,1994440430,25840006.92
2,10,100,2.22166872,0.498132,5.354919,1.083446498,820.84,31403.33,2050951901,24898144.8
2,11,100,2.21295141,0.124533,6.22665,1.091532658,820.77,32718.7,2091182298,24362697.14
2,12,100,2.30884182,0.498132,6.22665,1.114337894,821.54,34546.19,2143157126,23607220.34
2,13,100,2.34993771,0.498132,6.22665,1.122634138,821.87,36280.03,2186351447,22771039.14
2,14,100,2.30136984,0.249066,6.22665,1.122749252,821.48,38156.55,2228075358,22074226.31
2,15,100,2.37608964,0.498132,6.22665,1.158890448,822.08,39822.33,2254725725,21401866.34
3,1,100,2.27023659,0.373599,5.728518,1.155665454,821.23,16119.45,1159997504,40162655.04
3,2,100,2.27646324,0.373599,5.853051,1.156915233,821.28,17846.14,1287982774,38217637.63
3,3,100,2.18181816,0.249066,5.230386,1.155885703,820.52,18977.33,1372808202,35769575.09
3,4,100,2.08343709,0,5.230386,1.181404545,819.73,21490.58,1543313029,32821384.74
3,5,100,2.05354917,0,4.856787,1.101766094,819.49,23157.1,1646826586,30708929.86
3,6,100,2.11207968,0.124533,5.230386,1.107215955,819.96,24714.73,1734503211,29271111.19
3,7,100,2.15068491,0.249066,5.728518,1.141755577,820.27,26293.43,1815562280,28009940.01
3,8,100,2.17808217,0.373599,5.728518,1.108993665,820.49,27951.84,1895558277,27066471.82
3,9,100,2.12702364,0.373599,5.230386,1.112545491,820.08,29531.84,1961305788,26011579.59
3,10,100,2.15193024,0.249066,6.22665,1.162049201,820.28,30944.52,2010654775,25347319.59
3,11,100,2.22540471,0.249066,6.22665,1.112823544,820.87,32773.7,2076496900,24252295.81
3,12,100,2.24283933,0.498132,6.22665,1.052016687,821.01,33996.93,2112484007,23562812.27
3,13,100,2.27023659,0.249066,6.22665,1.125310097,821.23,35567.79,2147942176,22905673.55
3,14,100,2.33997507,0.498132,6.22665,1.102732507,821.79,37143.98,2185127494,22266556.8
3,15,100,2.34620172,0.373599,6.22665,1.162539792,821.84,38750.89,2212893940,21694143.86
4,1,100,2.19551679,0.249066,5.230386,1.137191347,820.63,16320.16,1158658422,41070389.44
4,2,100,2.15193024,0,5.728518,1.162857756,820.28,17911.31,1278511175,37652172.26
4,3,100,1.99003734,0,4.732254,1.054468539,818.98,19734.45,1411183790,34483538.43
4,4,100,2.01867993,0,5.230386,1.143461097,819.21,21121.11,1499882867,32809842.34
4,5,100,1.97260272,0,4.856787,1.062716978,818.84,23168.96,1628567269,30794427.6
4,6,100,1.99501866,0,4.856787,1.031488553,819.02,24987.64,1733748207,29011536.42
4,7,100,2.06849313,0,5.230386,1.088808216,819.61,26506.23,1811067331,27909454.2
4,8,100,2.0797011,0.249066,5.354919,1.091768715,819.7,28101.03,1886338530,26807188.91
4,9,100,2.17310085,0.498132,5.603985,1.09590398,820.45,29789.3,1959907777,26023062.37
4,10,100,2.15940222,0.124533,6.22665,1.117538472,820.34,31225.13,2009841586,25090391.4
4,11,100,2.23287669,0.124533,6.22665,1.088284388,820.93,33157.18,2077789599,24025548.3
4,12,100,2.25031131,0.249066,6.22665,1.103152917,821.07,34547.44,2116054774,23284501
4,13,100,2.32503111,0.373599,6.22665,1.043428494,821.67,36167.95,2155451024,22592297.33
4,14,100,2.32503111,0.498132,6.22665,1.049864289,821.67,37488.29,2177464909,22060883.14
4,15,100,2.33623908,0.498132,6.22665,1.054934913,821.76,39175.53,2214041467,21316279.15
5,1,100,2.08717308,0.124533,5.230386,1.135601257,819.76,16801.99,1180976490,41207663.58
5,2,100,1.91407221,0,4.358655,1.032198297,818.37,17832.2,1261445221,38176076.55
5,3,100,1.76338728,0,4.483188,1.08575741,817.16,19712.32,1392757755,35107642.62
5,4,100,1.79701119,0,4.607721,1.036529678,817.43,21594.87,1516937264,32834525.44
5,5,100,1.90410957,0,4.856787,1.069120913,818.29,23556.73,1637642811,30617658.12
5,6,100,2.04483186,0,5.230386,1.093300048,819.42,25095.17,1723009808,29162020.38
5,7,100,2.04981318,0.124533,5.230386,1.104169901,819.46,26996.95,1827054266,27885815.46
5,8,100,2.01618927,0.373599,5.230386,1.049810571,819.19,28611.32,1902411239,26676568.2
5,9,100,2.04109587,0.249066,5.603985,1.049541943,819.39,30441.58,1981732169,25697298.97
5,10,100,2.11332501,0.373599,6.22665,1.09204919,819.97,32263.29,2049835840,24627126.89
