tenure1/tenure2,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
1,2.221405376,2.084116171,1.796042942,1.839979719,1.925823759,1.76181626,1.789175986,1.822263603,1.83280744,1.843246251,1.850344532,1.864207485,1.858997885,1.924037475,1.816303429
2,1.942940746,2.075588787,1.718318154,1.75232019,1.671223969,1.643130842,1.720310137,1.78986867,1.734614701,1.70344591,1.778876077,1.780001711,1.979097017,1.757595567,1.841937097
3,1.613994118,1.640458424,1.829108737,1.693324114,1.859335409,1.742959833,1.667331882,1.577246893,1.630340062,1.799280264,1.739598949,1.750946098,1.685213771,1.763383733,1.808289247
4,1.992999433,1.813297387,1.684642255,1.773150086,1.859404748,1.691377708,1.788235043,1.871096812,1.709165926,1.634089884,1.570675607,1.931581318,1.710327367,1.654130625,1.765434807
5,2.092903571,1.945689693,1.9458064,1.881067037,1.830855263,1.874449301,1.740657012,1.816564684,1.760851844,1.716091566,1.857151903,1.818645554,1.65501591,1.592226793,1.727219897
6,1.788346423,1.549898648,1.651126057,1.849768248,1.890130162,1.702024252,1.699395977,1.700452841,1.689859428,1.64986377,1.722227872,1.930698999,1.622815523,1.777140427,1.696885108
7,0.7515689651,1.362111304,1.006704228,1.45134805,1.64210824,1.562669094,1.531464083,1.592874567,1.62344996,1.646416135,1.615088792,1.517561453,1.718310174,1.535804691,1.878940995
8,0.2387029346,0.711387123,0.6820117915,1.294160449,1.396513303,1.47860295,1.625356109,1.438855147,1.563434654,1.600059647,1.597234461,1.50813365,1.605621165,1.747660504,1.704834107
9,0.2648490119,0.4300888243,0.7689901375,1.194515902,1.18514264,1.296163684,1.208153091,1.423043823,1.499215362,1.718190107,1.553399967,1.747950654,1.613839675,1.666308641,1.853804192
10,0.3804326359,0.2841095929,0.5903476495,0.7156687505,0.9425512279,0.9521478973,1.30827813,1.355806048,1.489746542,1.475506781,1.639039872,1.687864166,1.495973515,1.59346266,1.552754608
11,0.4303286402,0.242482984,0.8031788659,0.653105305,0.925300429,0.9947470556,1.199296369,1.315496429,1.626544621,1.48969581,1.711075083,1.507796145,1.723949026,1.771251665,1.582452963
12,0.1703952929,0.3121420721,0.3744563763,0.6011407293,0.9402281958,0.8939463236,1.030577886,1.30360198,1.32028671,1.607059592,1.528314156,1.668341025,1.569957375,1.843171549,1.769119825
13,0.1915875481,0.4251354336,0.4863252284,0.6880076053,0.8931151111,0.9304810543,1.085764967,1.39344086,1.540168826,1.470734646,1.573659893,1.618572258,1.72647919,1.799968074,1.808360508
14,0.1887761754,0.293725781,0.4163706847,0.7026452049,0.937666605,0.8399261685,1.11474304,1.300161941,1.339866742,1.299844519,1.589581368,1.681888722,1.728991743,1.700334515,1.764441167
15,0.1998792594,0.3251980435,0.3858575123,0.8264059596,0.8149933355,0.9770295779,1.127562762,1.352052564,1.332032091,1.501164823,1.556186493,1.644448686,1.712341578,1.694951911,1.653202174
16,0.2047821377,0.3285851202,0.5260859558,0.7808309677,0.8101354658,0.8427563834,1.124356251,1.402766874,1.438932831,1.466080663,1.53468485,1.768167206,1.723951988,1.640591536,1.704128995
17,0.2198437686,0.3039942507,0.5661701589,0.7558026512,0.9392860967,0.9340218862,1.032604454,1.417950805,1.402688446,1.631525972,1.631251971,1.56714816,1.680072307,1.662896202,1.743112671
18,0.2209670396,0.3803104964,0.5389770656,0.705796977,0.8888023933,1.133983459,1.015099006,1.336521295,1.456809446,1.575948119,1.695986191,1.648436573,1.708441572,1.66870062,1.756897958
19,0.232337483,0.3349897148,0.5715256434,0.6994375248,0.9186227967,0.9391323661,1.085169481,1.38374386,1.526192211,1.515021614,1.728923158,1.737620199,1.768108875,1.737105599,1.80896885
20,0.2421921589,0.3790063045,0.5389770904,0.8816942281,0.8816787131,0.9450887688,1.215694309,1.346701279,1.607804056,1.560423059,1.68313638,1.652161909,1.712457052,1.730656502,1.875856702
21,0.1991640637,0.3706585562,0.5607143911,0.8736374218,0.8389123308,0.9425385395,1.224536333,1.425265075,1.644451845,1.555440623,1.627787125,1.596083396,1.722152977,1.872928945,1.792900401
22,0.2389907407,0.4320987457,0.5515264371,0.7915897608,0.9240566052,1.141948378,1.459103021,1.536073294,1.660639826,1.549100907,1.803647347,1.757798031,1.76491176,1.787945566,1.856170376
23,0.2408824187,0.4176570069,0.6344759424,0.8911880269,0.9916676108,1.205041124,1.404580824,1.571988517,1.551567243,1.547296393,1.748863213,1.886173871,1.699400974,1.808597197,1.932627681
24,0.2433605975,0.4802778344,0.7168401337,0.8327889811,1.049080915,1.294373056,1.475669923,1.514276955,1.693287638,1.713008181,1.820148999,1.712979037,1.771500149,1.707378514,1.936118847
25,0.2781470161,0.4769984361,0.7949165537,0.8988562452,1.073035498,1.169921783,1.431121476,1.439639915,1.800246908,1.81216412,1.724276051,1.731466963,1.713886105,1.871709534,1.986397991
26,0.2557608852,0.4083027039,0.7299001423,0.8550193907,1.037187902,1.258886111,1.521423093,1.577208713,1.692974867,1.711059025,1.671661146,1.721596799,1.768081638,1.912357175,1.991142247
27,0.289082617,0.4684150705,0.7579469913,0.9126141976,0.9861041477,1.247911474,1.569590487,1.729445116,1.770358412,1.847159456,1.737720102,1.704430662,1.752830278,1.767945496,1.963503257
28,0.2775282223,0.5424492043,0.769347795,0.9339906114,1.22358119,1.339969391,1.601649111,1.641045274,1.771955204,1.790036763,1.804375473,1.747478538,1.91353899,1.820700538,1.986012815
29,0.2853715625,0.5575873207,0.8254735141,1.02690122,1.192799211,1.457045449,1.533309601,1.680404845,1.856851012,1.768492901,1.813965791,1.789598688,1.855102095,1.900173537,1.961074591
30,0.2571017691,0.4689029508,0.7297493951,0.9981374119,1.2135924,1.560891236,1.68451278,1.779270387,1.907578328,1.831329408,1.794165708,1.764811439,1.918442807,1.901502207,1.938370347
