tenure1/tenure2,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
1,0.498132,0.498132,0.373599,0.373599,0,0,0.124533,0.249066,0.373599,0.498132,0,0.498132,0.498132,0.498132,0.498132
2,0.498132,0.373599,0.373599,0.373599,0.124533,0.373599,0.124533,0.124533,0.249066,0.498132,0.124533,0.498132,0.498132,0.249066,0.498132
3,0.373599,0.373599,0.249066,0,0,0.124533,0.249066,0.373599,0.373599,0.249066,0.249066,0.498132,0.249066,0.498132,0.373599
4,0.249066,0,0,0,0,0,0,0.249066,0.498132,0.124533,0.124533,0.249066,0.373599,0.498132,0.498132
5,0.124533,0,0,0,0,0,0.124533,0.373599,0.249066,0.373599,0.498132,0.498132,0.124533,0.124533,0.498132
6,0,0,0,0,0,0.249066,0,0,0.373599,0.249066,0.498132,0.124533,0.373599,0.498132,0.373599
7,0,0,0,0,0,0.124533,0,0.124533,0.124533,0,0.373599,0.249066,0.249066,0.249066,0.373599
8,0,0,0,0,0.124533,0,0.124533,0.249066,0.124533,0.373599,0,0.498132,0.373599,0.498132,0.498132
9,0.249066,0,0,0,0,0,0.124533,0,0.249066,0.498132,0.373599,0.124533,0.124533,0.373599,0.249066
10,0,0,0,0,0,0,0,0,0.124533,0.124533,0.249066,0.498132,0,0.498132,0.249066
11,0,0,0,0,0,0,0,0.124533,0.249066,0.249066,0.373599,0.373599,0.124533,0.498132,0.124533
12,0,0,0.124533,0,0,0,0,0.249066,0.249066,0.498132,0,0,0.124533,0.249066,0.249066
13,0.124533,0,0,0.124533,0,0,0,0.124533,0.249066,0.249066,0.249066,0,0,0.373599,0
14,0.249066,0,0,0.124533,0.124533,0,0,0.249066,0.124533,0,0,0.124533,0.249066,0.373599,0.373599
15,0.249066,0,0,0,0,0.124533,0.249066,0.124533,0,0.249066,0.249066,0.249066,0,0.124533,0.249066
16,0.249066,0,0,0,0,0,0,0,0.124533,0,0.124533,0,0.373599,0.498132,0.249066
17,0,0,0,0,0,0,0,0.249066,0.124533,0.249066,0,0.124533,0.124533,0.373599,0.249066
18,0.249066,0,0.124533,0.124533,0.124533,0,0,0,0.249066,0.124533,0.124533,0.124533,0.124533,0.373599,0.498132
19,0.249066,0.249066,0,0.124533,0,0.124533,0,0.124533,0,0.249066,0.498132,0.249066,0.498132,0.124533,0.498132
20,0.249066,0,0.124533,0,0,0.124533,0,0,0.124533,0.249066,0.249066,0,0.498132,0.498132,0.498132
21,0.249066,0,0,0.124533,0,0,0.124533,0,0.249066,0.124533,0,0.373599,0.373599,0.498132,0.498132
22,0.249066,0,0,0,0.124533,0,0.373599,0,0.249066,0,0,0.498132,0.498132,0.249066,0.498132
23,0.249066,0.373599,0,0.124533,0.249066,0.249066,0.124533,0.124533,0.373599,0.373599,0.498132,0.249066,0.124533,0.498132,0.498132
24,0,0.249066,0.124533,0.249066,0,0.249066,0.124533,0,0.498132,0.373599,0.124533,0.373599,0.498132,0.249066,0.498132
25,0.249066,0.249066,0,0.249066,0.124533,0.124533,0.124533,0,0,0.373599,0.498132,0.249066,0,0.498132,0.373599
26,0.249066,0,0,0.249066,0,0.124533,0,0,0.249066,0.498132,0.249066,0.498132,0.498132,0.498132,0.498132
27,0.249066,0.249066,0.249066,0,0,0.124533,0.373599,0,0.124533,0.498132,0.249066,0.498132,0.498132,0,0.498132
28,0.249066,0.373599,0.124533,0.124533,0,0.124533,0,0.249066,0.124533,0.373599,0.373599,0.498132,0.498132,0.498132,0.498132
29,0.249066,0,0.249066,0.124533,0.124533,0.249066,0.124533,0.373599,0.124533,0.498132,0.498132,0.498132,0.498132,0.498132,0.498132
30,0,0.249066,0.124533,0.373599,0.249066,0,0.498132,0.498132,0.498132,0.498132,0.373599,0.498132,0.498132,0.498132,0.498132
