time_sec,mean_best_value,valid_runs
0.5,595.91,100
1.0,592.25,100
1.5,590.64,100
2.0,589.76,100
2.5,588.61,100
3.0,588.1,100
3.5,587.34,100
4.0,586.89,100
4.5,586.65,100
5.0,586.29,100
5.5,586.09,100
6.0,585.83,100
6.5,585.63,100
7.0,585.41,100
7.5,585.24,100
8.0,585.18,100
8.5,585.14,100
9.0,585.1,100
9.5,585.05,100
10.0,585.01,100
10.5,584.93,100
11.0,584.88,100
11.5,584.85,100
12.0,584.76,100
12.5,584.62,100
13.0,584.57,100
13.5,584.5,100
14.0,584.46,100
14.5,584.44,100
15.0,584.42,100
15.5,584.38,100
16.0,584.37,100
16.5,584.37,100
17.0,584.28,100
17.5,584.25,100
18.0,584.25,100
18.5,584.18,100
19.0,584.18,100
19.5,584.18,100
20.0,584.18,100
20.5,584.15,100
21.0,584.15,100
21.5,584.14,100
22.0,584.12,100
22.5,584.12,100
23.0,584.1,100
23.5,584.09,100
24.0,584.08,100
24.5,584.08,100
25.0,584.06,100
25.5,584.06,100
26.0,584.04,100
26.5,584.03,100
27.0,584.02,100
27.5,584.02,100
28.0,584.02,100
28.5,584.02,100
29.0,584.02,100
29.5,584,100
30.0,584,100
