tenure1/tenure2,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
1,3.256258265,3.251603862,3.242383099,3.219854892,3.157595026,3.135245423,3.209672871,3.222222198,3.184207487,3.209110298,3.205401051,3.207822298,3.135654957,3.213602639,3.206594356
2,2.996129889,3.089190904,3.316914947,2.91669785,2.792178909,2.997525416,2.95393664,3.046635157,3.012086382,2.818966069,2.98117748,2.928321965,2.90696556,3.14283209,3.053355675
3,2.983792854,3.004692673,2.828521356,2.662949041,2.587297871,3.001475974,2.959112103,2.746383926,2.84954555,3.032903457,2.832229085,2.836433091,3.10916814,3.158480816,3.050640927
4,2.624957013,2.473278915,2.268395497,2.695597803,2.533516044,2.504966914,2.749802868,2.903883081,2.981682561,2.71684419,2.845278842,2.73845642,3.100432209,3.096226707,2.912087059
5,1.916507725,2.082435887,2.629205196,2.164237421,2.69118154,2.431651414,2.675450372,2.75866219,2.656272514,2.619569078,2.900123434,2.892243082,3.089467046,2.593822502,2.972863386
6,1.602573911,1.653629294,1.852824917,2.021253608,2.067765628,2.264620744,2.573750054,2.580950357,2.770953503,2.550607546,2.521573001,2.742730633,2.72877522,2.839124265,2.924372492
7,1.18617378,1.413947944,1.704712575,2.036123416,1.938664079,2.198361441,2.325287901,2.520506839,2.288153191,2.387673848,2.370410811,2.634591663,2.692405265,2.845086312,2.585544797
8,1.201613462,1.40510584,1.678199594,1.913486984,1.874423346,1.989273971,2.085598561,1.893855298,2.158110278,2.231900303,2.61494609,2.378041975,2.308015831,2.581176738,2.701314346
9,0.939626253,1.333975765,1.563911502,1.390349041,1.941555338,1.904669983,1.775828976,2.101940778,2.077025423,2.218213429,2.404198755,2.303807625,2.339595248,2.743689076,2.628056452
10,1.013044871,1.059285573,1.417306774,1.528075383,1.755127331,1.747124993,1.924005274,1.98979601,1.971168424,2.073488343,2.334207058,2.310692807,2.406346197,2.544203395,2.623946756
11,0.8690041677,1.201643849,1.282569399,1.576459613,1.506718462,1.781127551,1.875956471,1.975419789,1.954485382,2.230470501,2.093629271,2.211323065,2.065586429,2.392309775,2.627384876
12,0.9938640647,1.262136983,1.309934247,1.22878053,1.461057249,1.656806378,1.80453216,1.817257923,2.162756742,2.0852154,2.06718338,2.040590168,2.211346838,2.155087196,2.593425979
13,0.8896696693,1.098497355,1.175540166,1.383510359,1.370190264,1.616829474,1.712461909,1.542945613,2.158716695,2.0063806,1.916176064,2.180252201,2.477692788,2.341060811,2.658407604
14,0.7329863241,0.8873268226,1.049589572,1.296835033,1.257982267,1.563911606,1.585035304,1.845464829,1.754633749,1.970586623,1.842832622,1.945610104,2.268719452,2.338273118,2.424734981
15,0.7293081782,1.340290173,1.245238515,1.073407721,1.274397793,1.447218502,1.482944907,1.626639472,1.849727894,1.90031107,2.06643496,1.952900229,2.138035571,2.298068498,2.259749319
16,0.7358485101,1.029658402,0.9924888802,1.098188851,1.257411986,1.365066612,1.43267629,1.598192715,1.711409807,1.999235066,1.841617816,2.099888977,2.204372692,2.208927132,2.522314384
17,0.7622459113,1.011694313,1.006529328,1.078891583,1.422628377,1.450678486,1.160602237,1.497008715,1.51996187,1.978357741,2.114695596,1.977206258,2.221270209,2.114645114,2.492031439
18,0.8806508556,0.9768452931,0.964591429,1.095327923,1.307881963,1.154217185,1.755019986,1.667962577,1.876822125,1.943901325,1.913700729,2.029961431,2.290088706,2.273107031,2.378880248
