tenure1,tenure2,runs,mean_gap,min_gap,max_gap,std_gap,mean_value,mean_iterations,mean_candidates,mean_feasibility
1,1,100,10.15136053,2.721088,19.897959,3.256258265,647.69,13809.81,2334405076,149144833.1
1,2,100,9.56972792,2.380952,17.346939,3.251603862,644.27,14396.73,2475910607,147402551.4
1,3,100,9.58333336,2.380952,16.666667,3.242383099,644.35,15212.19,2734743303,138015488.8
1,4,100,9.41156466,2.380952,17.346939,3.219854892,643.34,16397.68,3049400771,132974798.9
1,5,100,9.36734697,2.380952,17.346939,3.157595026,643.08,17213.67,3304082023,123939277.9
1,6,100,9.01700684,2.380952,17.346939,3.135245423,641.02,19371.21,3871460962,113707851.8
1,7,100,9.08503405,2.380952,17.346939,3.209672871,641.42,20518.29,4208485826,108473024.5
1,8,100,8.93877557,2.380952,17.346939,3.222222198,640.56,21996.3,4634239580,98745533.74
1,9,100,9.07482998,2.380952,17.346939,3.184207487,641.36,22858.68,4915850975,95201779.14
1,10,100,9.01360549,2.380952,17.346939,3.209110298,641,24233.53,5368909365,90383947.16
1,11,100,9.03401363,2.380952,17.346939,3.205401051,641.12,25556.18,5742120841,86581004.97
1,12,100,9.05952382,2.040816,17.346939,3.207822298,641.27,25695.62,5824920235,83689002.15
1,13,100,9.15816329,2.380952,17.346939,3.135654957,641.85,27000.89,6213479380,81169267.39
1,14,100,9.15306124,2.380952,17.346939,3.213602639,641.82,28032.05,6537464700,76209158.05
1,15,100,9.15816328,2.380952,17.346939,3.206594356,641.85,28902.14,6799670210,76517448.67
2,1,100,8.94217687,2.721088,16.666667,2.996129889,640.58,15204.49,2459080730,152518639.6
2,2,100,9.03911567,3.571429,16.496599,3.089190904,641.15,16861.74,2881225228,142123179.9
2,3,100,8.36224499,1.360544,16.496599,3.316914947,637.17,19372.49,3511416592,127908016.2
2,4,100,8.01870753,1.530612,16.836735,2.91669785,635.15,21759.86,4181476090,112709733.5
2,5,100,8.05782318,1.870748,16.156463,2.792178909,635.38,23897.27,4866111956,95320182.5
2,6,100,7.56972793,0.510204,16.156463,2.997525416,632.51,26347.38,5580380967,87391719.8
2,7,100,7.71428574,1.530612,16.156463,2.95393664,633.36,28055.11,6163514184,79090299.86
2,8,100,7.82142862,2.040816,15.986395,3.046635157,633.99,31656.12,7081652241,80600690.16
2,9,100,7.89625854,2.210884,16.156463,3.012086382,634.43,35056.63,8038367684,79526787.45
2,10,100,8.18707487,2.721088,15.986395,2.818966069,636.14,35778.75,8316020810,75985759.41
2,11,100,7.88095238,2.210884,15.986395,2.98117748,634.34,37569.8,8879355832,69628923.78
2,12,100,8.18537418,1.870748,15.986395,2.928321965,636.13,38408.3,9179476295,67400346.28
2,13,100,8.05272113,1.360544,15.986395,2.90696556,635.35,40793.51,9859174661,62172268.44
2,14,100,8.41666671,1.020408,15.986395,3.14283209,637.49,40830.55,9925932159,61596609.57
2,15,100,8.39625855,1.360544,15.986395,3.053355675,637.37,42774.7,1.046552583e+10,57182793.29
3,1,100,7.81632664,2.721088,16.666667,2.983792854,633.96,18588.32,2957180102,176843316
3,2,100,7.1836735,1.190476,16.666667,3.004692673,630.24,20329.99,3466743149,158863339.6
3,3,100,7.50850345,1.360544,15.986395,2.828521356,632.15,22243.69,3990973160,145651216.9
3,4,100,6.61224494,0,15.986395,2.662949041,626.88,27325.63,5287820975,121391884.2
3,5,100,6.23129255,0.340136,16.836735,2.587297871,624.64,29647.48,6000854642,114673794.8
3,6,100,6.68877555,1.360544,17.517007,3.001475974,627.33,32123.43,6736839765,99650857.97
3,7,100,6.48129253,0.680272,16.326531,2.959112103,626.11,34004.34,7386991832,90461305.76
3,8,100,6.94047622,0.510204,15.986395,2.746383926,628.81,35417.04,7870138420,88688654.41
3,9,100,7.32653059,2.210884,17.006803,2.84954555,631.08,36359.6,8220199232,84563217.44
3,10,100,7.35714287,1.870748,16.666667,3.032903457,631.26,38791.2,8935981867,77985402.29
3,11,100,7.17857142,1.870748,15.986395,2.832229085,630.21,40011.63,9330945618,76286320.69
3,12,100,7.43537417,1.530612,15.986395,2.836433091,631.72,41905.52,9916744271,71320459.14
3,13,100,7.44727895,0.85034,15.986395,3.10916814,631.79,43732.69,1.044987982e+10,67432851.98
3,14,100,7.6411565,1.360544,17.006803,3.158480816,632.93,44291.29,1.065295692e+10,65251214.94
3,15,100,8.1139456,1.020408,17.006803,3.050640927,635.71,46173.14,1.116618113e+10,67626812.1
4,1,100,5.69217689,1.360544,12.414966,2.624957013,621.47,17476.51,2770892595,156091160.7
4,2,100,5.07823132,1.020408,11.22449,2.473278915,617.86,21494.75,3790271324,122600013.5
4,3,100,4.90136061,0,11.564626,2.268395497,616.82,23900.84,4438025871,113206206.9
4,4,100,5.47448985,0,14.965986,2.695597803,620.19,25314.68,4908343236,101540401.2
4,5,100,5.20068035,0,13.265306,2.533516044,618.58,27666.59,5639534419,88027267.66
4,6,100,5.44217689,0.510204,13.945578,2.504966914,620,28740.75,6004517003,84113410.04
