tenure1/tenure2,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
1,2.924634,2.699663,2.699663,2.699663,2.699663,2.699663,2.699663,2.699663,2.249719,2.249719,2.249719,2.362205,2.587177,2.699663,2.699663
2,2.699663,2.699663,2.024747,2.024747,2.024747,1.799775,1.799775,2.024747,1.799775,2.024747,1.574803,1.574803,1.799775,2.024747,2.024747
3,2.812148,2.137233,2.812148,2.137233,2.024747,1.574803,2.024747,1.687289,2.024747,2.024747,1.799775,1.799775,1.687289,1.912261,2.024747
4,1.912261,1.799775,2.137233,1.912261,1.799775,1.687289,1.687289,2.024747,2.024747,1.574803,0.449944,1.799775,2.024747,2.024747,2.024747
5,0.224972,1.349831,1.574803,1.687289,2.137233,1.349831,0.787402,1.574803,1.574803,1.574803,2.137233,1.912261,1.574803,1.912261,1.237345
6,2.024747,1.912261,1.349831,0.112486,1.574803,1.687289,0.449944,2.137233,0.337458,0.56243,1.912261,2.137233,1.237345,2.137233,1.912261
7,1.799775,1.799775,1.124859,1.462317,0,1.462317,1.687289,1.799775,0.899888,2.024747,1.912261,1.574803,1.574803,2.137233,1.687289
8,0.899888,1.124859,0.787402,0.899888,0.674916,1.462317,0.56243,1.124859,1.349831,0.787402,1.012373,1.687289,0.674916,2.137233,1.349831
9,0,1.462317,0.899888,1.349831,1.574803,0.224972,0.224972,1.574803,1.799775,1.799775,0.449944,2.024747,1.687289,1.799775,2.137233
10,0,0,0.112486,0.899888,0,1.012373,0,0.112486,0.899888,2.137233,0.224972,1.349831,1.349831,0.56243,1.687289
11,0.787402,0,0.112486,0.787402,0.899888,1.574803,0.224972,0.224972,0.112486,1.574803,1.237345,2.024747,1.574803,0.56243,1.124859
12,0.112486,0.224972,0.112486,0,0.337458,0.112486,0.899888,0.56243,0.449944,0.337458,0.112486,0.449944,0.112486,0.787402,0.224972
13,0.224972,0.224972,0.337458,0.112486,0.224972,0.112486,1.237345,0.337458,0.337458,0.56243,0.674916,1.012373,1.237345,0.56243,0.787402
14,0,0,0.112486,0,0.112486,0.224972,1.349831,0.112486,0.674916,0.674916,1.012373,0.449944,1.124859,1.912261,1.574803
15,0,0,0.224972,0.112486,0.112486,0.337458,0.224972,0,0.674916,0.899888,0.56243,0.56243,1.687289,0.112486,1.687289
16,0.337458,0.337458,0.224972,0.112486,0.224972,0.449944,0.337458,0.337458,0.337458,0.56243,0.899888,0.449944,0.56243,0.787402,0.224972
17,0,0.112486,0,0.112486,0,0.112486,0.112486,0.337458,0.56243,0.674916,0.899888,0.337458,0.899888,0.337458,0.224972
