tenure1,tenure2,runs,mean_gap,min_gap,max_gap,std_gap,mean_value,mean_iterations,mean_candidates,mean_feasibility
1,1,100,7.02587174,2.924634,12.485939,2.100675926,951.46,8056.25,1977585721,32677529.3
1,2,100,6.74240718,2.699663,12.485939,2.147929618,948.94,8080.04,1990707658,33598511.14
1,3,100,6.58380199,2.699663,12.485939,2.137050757,947.53,8644.73,2132726829,34292186.33
1,4,100,6.29021371,2.699663,11.92351,1.775946992,944.92,8825.05,2201607723,34774839.11
1,5,100,6.21147358,2.699663,11.92351,1.765980443,944.22,9189.96,2299052839,34127342.71
1,6,100,6.09336331,2.699663,11.023622,1.754907042,943.17,9945.61,2490045417,33767866.41
1,7,100,6.07536554,2.699663,11.023622,1.713744654,943.01,10561.85,2643579173,33096624.6
1,8,100,5.99325081,2.699663,10.911136,1.679513055,942.28,11316.54,2829916730,31587299.55
1,9,100,5.97862764,2.249719,10.011249,1.6171169,942.15,11854.68,2956812550,31013244.99
1,10,100,5.95050616,2.249719,10.911136,1.668091351,941.9,12669.59,3145475602,29667447.64
1,11,100,5.91901012,2.249719,10.911136,1.648071475,941.62,13189.8,3261941767,28742487.49
1,12,100,5.9606299,2.362205,10.911136,1.603713878,941.99,13898.03,3411886472,27722988.26
1,13,100,6.01124858,2.587177,10.911136,1.628375369,942.44,14700.4,3572889772,26490303
1,14,100,6.08886387,2.699663,11.248594,1.734439113,943.13,15197.65,3667444366,25931811.3
1,15,100,6.09448818,2.699663,10.911136,1.629949106,943.18,15813.49,3773203725,24920803.09
2,1,100,6.43644542,2.699663,11.248594,1.890622512,946.22,7834.41,1902252955,35836690.73
2,2,100,6.34983124,2.699663,11.248594,1.773043988,945.45,8178.01,1993180939,35803548.26
2,3,100,6.03374575,2.024747,10.79865,1.716578187,942.64,8495.95,2080763126,36431017.77
2,4,100,5.92575927,2.024747,10.79865,1.689815675,941.68,9372.3,2310296640,34686728.8
2,5,100,5.70641172,2.024747,10.79865,1.614544632,939.73,10477.24,2589450031,33202068.53
2,6,100,5.68728909,1.799775,10.79865,1.741107289,939.56,11439.17,2830652127,31753476.17
2,7,100,5.63554555,1.799775,10.79865,1.641989583,939.1,12214.53,3021358593,30827044.27
2,8,100,5.73115859,2.024747,10.911136,1.712168801,939.95,13194.94,3250894088,28938010.85
2,9,100,5.74803148,1.799775,11.248594,1.622570985,940.1,13883.41,3402954026,27617325.85
2,10,100,5.72328461,2.024747,11.023622,1.666618073,939.88,14460.19,3525583391,26997158.46
2,11,100,5.6130484,1.574803,9.561305,1.610315468,938.9,14966.52,3627306603,25567098.89
2,12,100,5.75140607,1.574803,9.561305,1.571769326,940.13,15843.48,3805342368,24069135.55
2,13,100,5.79077614,1.799775,10.348706,1.677716167,940.48,16240.59,3877054303,23384686.17
2,14,100,5.90551182,2.024747,10.348706,1.639574878,941.5,16934.67,4002216620,22078001.04
2,15,100,5.89876265,2.024747,11.586052,1.658472336,941.44,17452.59,4085017069,21235683.52
3,1,100,6.00674918,2.812148,10.911136,1.719515223,942.4,7775.51,1861721227,39794227.83
3,2,100,5.91001128,2.137233,10.573678,1.641749899,941.54,7937.55,1911221706,38312946.97
3,3,100,5.83577057,2.812148,10.573678,1.624600479,940.88,8685.55,2097045088,37374972.41
3,4,100,5.40269967,2.137233,9.336333,1.547165924,937.03,9279.02,2266351310,35228047.64
3,5,100,5.26546682,2.024747,10.011249,1.549497038,935.81,10152.59,2488352485,34127042.27
3,6,100,5.23397077,1.574803,9.223847,1.51502792,935.53,11091.23,2723168561,32713496.14
3,7,100,5.25421817,2.024747,9.223847,1.399415656,935.71,12053.91,2956548083,31095118.51
3,8,100,5.2137233,1.687289,9.223847,1.47154178,935.35,12887.67,3155007826,29551726.67
