tenure1/tenure2,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
1,4.52135677,4.29271358,4.05904528,3.72738698,3.59924628,3.53391968,3.49246238,3.50251262,3.58417092,3.65452265,3.69723623,3.83919603,3.94974879,4.01005031,3.97738701
2,4.10804024,4.02512566,3.61180906,3.35929645,3.23366834,3.17587943,3.16457288,3.31030156,3.34422113,3.44095486,3.39949755,3.47738699,3.65829152,3.75753775,3.88567845
3,3.66708545,3.4736181,3.42211055,2.99246229,2.85678391,2.88442212,2.98492465,3.13065328,3.16206032,3.2650754,3.2663317,3.41834172,3.43216086,3.54271363,3.66331661
4,3.21859299,2.96733669,2.82537689,2.78643215,2.72613064,2.74497489,2.74371862,2.84045227,3.10804023,3.20226137,3.16708546,3.29271361,3.34422115,3.4422111,3.39321612
5,2.93592968,2.68341708,2.48492464,2.58542712,2.61557792,2.72236176,2.65326634,2.6972362,2.86432166,2.92085429,3.19597993,3.18467337,3.21356786,3.28140709,3.39321612
6,2.55150756,2.47110557,2.43090451,2.46105523,2.52763817,2.62688447,2.56155784,2.61934677,2.76884423,2.88819099,2.98869349,3.048995,3.36180905,3.4057789,3.37562817
7,2.51005026,2.32914576,2.43467339,2.3002513,2.43090455,2.46859296,2.51884423,2.60804025,2.68341708,2.83793971,2.87688443,3.04773871,3.05276384,3.25753775,3.37939703
8,2.25000004,2.12814074,2.25125629,2.28391957,2.40703521,2.36934675,2.42964824,2.51256281,2.66080405,2.66331659,2.88190954,2.93467338,3.10678396,3.12185933,3.35175882
9,2.1896985,2.11557793,2.12814072,2.18341708,2.28015078,2.34798997,2.40452264,2.59045225,2.63442213,2.71608044,2.86683421,2.97613066,3.09045231,3.14698496,3.30025131
10,2.19346739,2.09422116,2.02386935,2.00125627,2.16331659,2.38316583,2.36306537,2.47738695,2.65577895,2.72864324,2.74497491,3.00000006,2.97110557,3.04396992,2.98366842
11,2.06658296,1.91457285,1.88190954,1.98115581,2.0829146,2.18718595,2.3643216,2.48241209,2.57788947,2.65452262,2.83040206,2.89070359,2.9434674,3.00251259,3.12939704
12,2.06909547,1.82160805,1.90954774,1.92839203,2.10427139,2.08793973,2.36432159,2.48115576,2.58542717,2.70854272,2.74874378,2.84799,2.9786433,2.99497491,3.17462317
13,1.67085434,1.70100502,1.70979897,1.94849247,2.09170856,2.19849245,2.33417091,2.35929651,2.56658297,2.54648248,2.71231159,2.86934677,2.77010054,2.97487442,2.9359297
14,1.790201,1.56783923,1.75000003,1.79271356,2.01633168,2.16708545,2.15326634,2.38944729,2.5037689,2.48115579,2.71733674,2.8128141,2.97361815,2.92211061,3.03266337
15,1.59045223,1.52889449,1.59296487,1.80150758,1.99623119,2.20854273,2.16959804,2.3919598,2.49497494,2.6180905,2.54271361,2.84045234,2.86055286,2.90577891,2.98618099
16,1.48743719,1.46733668,1.55276386,1.64070358,1.93718603,2.07788947,2.22989952,2.26758796,2.4396985,2.51884427,2.51005024,2.61934677,2.90326641,2.83919605,2.80904526
17,1.35678394,1.36306537,1.32788946,1.60301509,1.66582918,1.92085429,2.14070356,2.30025129,2.29522616,2.28643218,2.51507542,2.59673369,2.638191,2.94221109,2.94095481
18,1.3944724,1.25376887,1.42839203,1.43216084,1.79020104,1.91331659,1.86557795,2.10678396,2.16582921,2.35427142,2.43969856,2.36055286,2.53140707,2.82537696,2.63944731
19,1.39698498,1.16331661,1.30778897,1.29271361,1.58668341,1.88316586,1.73115577,2.03894473,2.12814075,2.22236182,2.47361816,2.32286437,2.56407041,2.5188443,2.77261314
20,1.11432162,1.01507539,1.20226135,1.08040205,1.40954775,1.4886935,1.95854272,1.89824123,2.33793975,2.17211062,2.41582917,2.38316591,2.566583,2.64195985,2.7525126
21,1.17336685,0.96356787,0.99623121,1.13190959,1.40201008,1.46733676,1.82663324,1.8718593,2.16834171,2.11306536,2.37060308,2.25753774,2.44849252,2.55150761,2.6118091
22,1.16331662,0.9221106,1.00879394,1.2022613,1.20728641,1.49120607,1.73618097,2.10427135,2.00125632,2.19974878,2.33542717,2.25000002,2.51256287,2.61683423,2.77638192
23,1.13944727,0.93592962,0.94597989,1.02386935,1.27512566,1.53643216,1.78768845,1.95226136,2.0075377,2.07160809,2.13065327,2.41959803,2.45351764,2.5515076,2.7198493
24,1.22738695,0.88567842,0.90829144,1.14321616,1.45603018,1.46859301,1.81658295,1.94849249,2.23366838,2.29271359,2.40075383,2.52010055,2.60804027,2.6331659,2.84673372
25,1.28894472,0.96984931,1.03894473,1.17462313,1.41582919,1.57788944,1.928392,1.99246235,2.17336686,2.34422118,2.46482421,2.40326635,2.72110559,2.76256289,2.89698497
26,1.27512568,0.93844222,1.15075386,1.3706031,1.55402014,1.85804021,2.04271362,2.07160804,2.1658292,2.34547745,2.3618091,2.64824127,2.70226136,2.95351765,2.90452266
27,1.50125627,1.15326637,1.22110551,1.44095484,1.86683423,1.98994977,2.2814071,2.13944723,2.15452266,2.43592972,2.56407038,2.69849253,2.92964827,2.94095485,3.14447241
28,1.63819101,1.06155784,1.40201008,1.56532666,1.70603021,2.0226131,2.10678396,2.29145732,2.4623116,2.70226136,2.73366841,2.9309046,2.89447243,3.36432165,3.41080406
29,1.61306531,1.5502513,1.66331658,1.69346741,2.17964822,2.05904527,2.51633169,2.2349247,2.54773877,2.66708552,2.90829154,3.06783926,3.41834174,3.31658295,3.43341713
30,2.15201004,1.73492463,1.76005027,2.0841709,2.25753767,2.27135683,2.6972362,2.77261314,2.76633171,3.11683424,3.07914578,3.40452267,3.4610553,3.84170859,3.68341711
