tenure1,tenure2,runs,mean_gap,min_gap,max_gap,std_gap,mean_value,mean_iterations,mean_candidates,mean_feasibility
1,1,100,4.52135677,1.005025,8.542714,1.705738859,831.99,16678.35,1230810670,31171308.41
1,2,100,4.29271358,1.005025,8.542714,1.644697633,830.17,18316.54,1341135098,29575665.35
1,3,100,4.05904528,1.005025,8.542714,1.660771302,828.31,20120.58,1458171268,27585895.46
1,4,100,3.72738698,1.005025,7.788945,1.565846039,825.67,23143.93,1646825315,25471546.31
1,5,100,3.59924628,0.879397,7.663317,1.508106008,824.65,24772.1,1724781293,23559423.49
1,6,100,3.53391968,0.879397,7.035176,1.456075495,824.13,28527.35,1915295083,20794351.49
1,7,100,3.49246238,1.005025,7.035176,1.303366175,823.8,30117.68,1964286375,19287993.7
1,8,100,3.50251262,1.005025,7.035176,1.34315631,823.88,31763.96,2008193171,18513242.24
1,9,100,3.58417092,0.879397,7.788945,1.426744673,824.53,33767.04,2070571847,17404391.28
1,10,100,3.65452265,1.005025,7.788945,1.461914691,825.09,36349.49,2154689190,16514314.83
1,11,100,3.69723623,1.005025,7.788945,1.449777446,825.43,38836.95,2224674723,15652517.9
1,12,100,3.83919603,1.005025,7.788945,1.509051272,826.56,40782.82,2254686942,15275261.94
1,13,100,3.94974879,1.005025,7.788945,1.605087149,827.44,43716.48,2315886442,14594432.02
1,14,100,4.01005031,1.005025,7.788945,1.564279951,827.92,46407.28,2377859824,14012508.19
1,15,100,3.97738701,1.005025,7.788945,1.561172625,827.66,48597.77,2387475682,13600689.37
2,1,100,4.10804024,1.005025,7.663317,1.532030783,828.7,15851.78,1152693863,31061711.48
2,2,100,4.02512566,1.005025,8.542714,1.579617837,828.04,17421.72,1255665543,30067576.76
2,3,100,3.61180906,1.005025,7.035176,1.336862244,824.75,19679.79,1403434229,27983491.4
2,4,100,3.35929645,0.879397,7.035176,1.427098217,822.74,21714.8,1524417276,25520078.37
2,5,100,3.23366834,0.251256,6.78392,1.395926365,821.74,23646.65,1625591262,23464347.86
2,6,100,3.17587943,0.125628,6.909548,1.384281676,821.28,25321.28,1699348492,22119978.18
2,7,100,3.16457288,0.753769,7.035176,1.261434959,821.19,27408.2,1786835091,20490436.76
2,8,100,3.31030156,0.879397,7.035176,1.283693521,822.35,28983.02,1839119813,19443787.91
2,9,100,3.34422113,0.753769,7.035176,1.328177244,822.62,30883.06,1902478287,18274673.13
2,10,100,3.44095486,1.005025,7.035176,1.283882275,823.39,32761.6,1961809890,17481771.57
2,11,100,3.39949755,0.879397,7.035176,1.284741876,823.06,34934.14,2021400940,16621473.06
2,12,100,3.47738699,1.005025,7.035176,1.272154946,823.68,36866.62,2071660156,15948602.65
2,13,100,3.65829152,1.005025,7.035176,1.459424616,825.12,39700.47,2146804793,15211703.77
2,14,100,3.75753775,1.005025,7.035176,1.45415166,825.91,42032.53,2189136631,14647211.99
2,15,100,3.88567845,1.005025,7.035176,1.487873095,826.93,44585.01,2221361845,14168491.45
3,1,100,3.66708545,0.753769,6.909548,1.471977833,825.19,15188.03,1091330682,31901524.41
3,2,100,3.4736181,0.879397,7.035176,1.387191639,823.65,17693.82,1263130437,29619892.81
3,3,100,3.42211055,0,7.160804,1.456126412,823.24,19719.84,1386527747,27741571.25
3,4,100,2.99246229,0.125628,6.909548,1.398409176,819.82,22240.17,1533561102,24943265.04
3,5,100,2.85678391,0.125628,6.909548,1.258895305,818.74,23853.35,1615877396,23433374.12
3,6,100,2.88442212,0,6.909548,1.326392461,818.96,25179.86,1675805364,22089210.51
3,7,100,2.98492465,0.125628,7.035176,1.338738555,819.76,26883.5,1744467911,20754439.63
3,8,100,3.13065328,0,7.035176,1.280623027,820.92,28015.83,1780163618,19966184.34
3,9,100,3.16206032,0.125628,7.035176,1.235689227,821.17,29367.53,1822370024,18991439.07
3,10,100,3.2650754,0.879397,7.035176,1.235487935,821.99,30848.62,1867911679,18272204.86
3,11,100,3.2663317,1.005025,7.035176,1.219187413,822,32551.55,1913809705,17501643.53
3,12,100,3.41834172,1.005025,7.035176,1.309868626,823.21,34261.58,1957498877,16801511.14
3,13,100,3.43216086,1.005025,7.035176,1.330707429,823.32,36555.43,2019418794,16099820.52
3,14,100,3.54271363,1.005025,7.035176,1.345731763,824.2,38730.34,2064606310,15444685.8
3,15,100,3.66331661,1.005025,7.537688,1.479973174,825.16,41028.63,2108784406,15022924.25
4,1,100,3.21859299,0.628141,6.909548,1.309927584,821.62,15722.98,1114549008,31801493.6
4,2,100,2.96733669,0,6.909548,1.343334266,819.62,18483.11,1293582632,28792830.5
4,3,100,2.82537689,0,6.532663,1.262925303,818.49,20791.61,1435395497,26560574.95
4,4,100,2.78643215,0,6.909548,1.287785757,818.18,23371.49,1586424892,24528748.48
4,5,100,2.72613064,0.125628,6.532663,1.296191061,817.7,24235.58,1620024224,23201073.18
4,6,100,2.74497489,0,6.909548,1.214913947,817.85,25462,1678229885,22146134.14
4,7,100,2.74371862,0,5.653266,1.119205601,817.84,26665.11,1725177879,21077793.43
4,8,100,2.84045227,0,5.527638,1.114520228,818.61,27899.18,1771423561,20194940.47
4,9,100,3.10804023,0.879397,7.035176,1.204270851,820.74,29394.36,1818355740,19229381.17
4,10,100,3.20226137,0.879397,7.035176,1.14480474,821.49,30589.75,1849793891,18495757.3
4,11,100,3.16708546,0.376884,7.035176,1.175014149,821.21,31821.48,1880332455,17810734.79
4,12,100,3.29271361,1.005025,7.035176,1.253396934,822.21,33423.57,1928770465,17213011.71
4,13,100,3.34422115,0.879397,7.035176,1.314058945,822.62,35302.47,1975553813,16553901.44
4,14,100,3.4422111,1.005025,7.035176,1.348453666,823.4,37119.78,2017463079,16042999.82
4,15,100,3.39321612,1.005025,7.035176,1.363677038,823.01,39474.44,2074570099,15422395.51
5,1,100,2.93592968,0,6.909548,1.156326966,819.37,16121.66,1129345778,31697784.07
5,2,100,2.68341708,0,6.532663,1.327665747,817.36,18974.45,1316572749,28828061.11
5,3,100,2.48492464,0,5.40201,1.194696258,815.78,21176.65,1444765483,26416610.63
5,4,100,2.58542712,0,5.40201,1.149763222,816.58,23119.77,1550538893,24531398.38
5,5,100,2.61557792,0,5.40201,1.127530163,816.82,24906.55,1640500806,23044607.61
5,6,100,2.72236176,0,6.909548,1.286506956,817.67,25563.37,1670876370,22324160.45
5,7,100,2.65326634,0,5.150754,1.030908766,817.12,26717.24,1720011038,21443580.55
5,8,100,2.6972362,0.376884,5.653266,1.023486454,817.47,27902.33,1765862303,20531148.46
5,9,100,2.86432166,0.251256,7.035176,1.039796279,818.8,29214.68,1809114868,19547945.5
5,10,100,2.92085429,0.753769,7.035176,1.100627669,819.25,30585.16,1853602239,18763577.99
5,11,100,3.19597993,0.251256,7.035176,1.114294955,821.44,32142.6,1894220543,17929750.87
5,12,100,3.18467337,0,7.035176,1.176245395,821.35,33253.49,1917945223,17368654.75
5,13,100,3.21356786,1.005025,7.035176,1.177708923,821.58,35122.42,1971575616,16752244.4
5,14,100,3.28140709,0.753769,7.035176,1.34185009,822.12,36810.8,2008893002,16225159.27
5,15,100,3.39321612,1.005025,7.160804,1.362039387,823.01,38846.09,2053584307,15704901.26
6,1,100,2.55150756,0,6.78392,1.39158846,816.31,16990.34,1177330421,31282285.08
