tenure1/tenure2,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
1,3.084301752,3.106451487,3.140102453,3.075429854,3.130661714,3.010221746,2.822463101,2.767064656,2.52179809,2.512556286,2.440241711,2.589861579,2.492988528,2.531993604,2.571521629
2,2.544254555,2.345822984,2.164764475,1.931880202,1.693403341,1.518383863,1.453403334,1.489296277,1.610504777,1.429053386,1.637279198,1.827520499,1.785124806,1.968703687,1.95710235
3,1.739509176,2.007889753,1.694162125,1.527909531,1.44315306,1.248945276,1.450235816,1.402791242,1.420149295,1.669007083,1.607114448,1.675628085,1.823236171,1.71943893,1.835330401
4,1.515799982,1.856528944,1.445012988,1.296105903,1.191924578,1.114969425,1.326899557,1.441612544,1.442828421,1.586252292,1.647968259,1.673598331,1.701809433,1.716698483,1.764708115
5,1.052911191,0.7957718559,0.9821060979,0.9737236784,1.25675012,1.191401792,1.116621709,1.472353802,1.289477065,1.515439347,1.697544796,1.642197729,1.77268467,1.688886343,1.717912805
6,0.8565462132,0.3863691562,1.07313573,0.8596553166,0.8805934086,1.093855215,1.105351411,1.325549048,1.382610971,1.515914828,1.62054141,1.731457791,1.887803983,1.597813878,1.816786247
7,0.7676605021,0.3920932232,0.5094738276,0.8816975215,0.7555509859,0.9561592891,1.050674403,1.208923705,1.387751698,1.462703399,1.522964823,1.583486218,1.710250573,1.742366168,1.798196092
8,0.5328989867,0.3950534725,0.5646560255,0.6351313573,0.7186916841,1.031902049,1.115437904,1.224168563,1.092641207,1.661411141,1.480195698,1.75339508,1.708940297,1.76920883,1.809594945
9,0.2259059147,0.5205282293,0.5409602149,0.5199510363,0.6552251944,0.8202885468,0.9279655547,1.149555871,1.440929168,1.530757362,1.507635324,1.578015579,1.555233199,1.677266001,1.755044254
10,0.6875709008,0.2651785493,0.4810388798,0.6170872603,0.7964865731,0.8714846923,1.057748005,1.001882327,1.253409057,1.413808961,1.457979438,1.616084653,1.627659343,1.718905257,1.773334966
11,0.245125648,0.2933491117,0.3998882586,0.6301644624,0.5524936976,0.7898787859,0.9459043568,1.173084571,1.169134779,1.309487474,1.407005947,1.530399315,1.540926633,1.689982102,1.683694909
12,0.4978846621,0.3051147673,0.5091553692,0.5273567449,0.7728549906,0.771951088,0.9012349724,1.035079091,1.413562636,1.296814542,1.390908161,1.594291114,1.594065085,1.64310716,1.696875149
13,0.2528973468,0.2198705641,0.6065279426,0.5847478689,0.6511361222,0.70828846,0.9285915039,1.103203275,1.286006215,1.436388606,1.544196819,1.503846449,1.683655667,1.750405921,1.910040344
14,0.1800471008,0.3221560559,0.3050754142,0.6302597185,0.6024049995,0.8942042404,0.9448832566,1.162076376,1.202448557,1.322048025,1.432150295,1.512765055,1.551405742,1.712474445,1.815661962
15,0.2094065504,0.2524456286,0.4127577417,0.4933986006,0.7351013032,0.7864252571,0.89968603,1.075976104,1.265567675,1.294421687,1.401621992,1.494585339,1.570194597,1.719949581,1.898842812
16,0.1950870642,0.2883523697,0.3290495105,0.5324564979,0.6861873567,0.7545328983,0.9387427943,1.106539244,1.270975152,1.366709202,1.527107369,1.678439976,1.563479546,1.738065424,1.762099478
17,0.2260587596,0.2184731415,0.3478230669,0.476372169,0.6641486291,0.7538401781,0.9725448852,1.277337957,1.2589641,1.384238787,1.543124069,1.663380893,1.771460405,1.738618193,1.79848326
18,0.2054985153,0.3290722411,0.3800023377,0.5316804945,0.6649416755,0.8376747152,1.090896178,1.205790129,1.349257814,1.374639368,1.507899224,1.619614691,1.709713221,1.898447459,2.048033544
19,0.1934563592,0.2844998229,0.4436130626,0.5495647722,0.6295924136,0.8980826573,1.014257133,1.286473105,1.344763901,1.425846536,1.540222061,1.722845165,1.673627889,2.025539845,2.061940892
20,0.1983306661,0.287559955,0.4015367956,0.5403827712,0.7234222505,0.8451118814,1.252766857,1.307577159,1.331299267,1.486027461,1.632260173,1.726734354,1.798654419,2.060585409,2.170847868
21,0.2186655596,0.3613425431,0.3808232621,0.5785244568,0.7165263302,0.9597153192,1.134779961,1.185327457,1.328541364,1.478149487,1.561850131,1.735594089,1.867803185,1.8664692,2.227909412
22,0.2171497549,0.2840720808,0.4689009206,0.5292209838,0.7899091319,1.012479294,1.071781997,1.352952586,1.405400168,1.558000327,1.747404804,1.848411359,1.901389412,1.969677279,2.247637437
23,0.2171498348,0.3130805219,0.4831161057,0.64853698,0.7771303953,1.026405239,1.293545621,1.417084369,1.483130106,1.61838225,1.754062809,1.928017825,2.049140884,2.506822355,2.478967821
24,0.2727257402,0.3218157133,0.4935932844,0.7067946078,0.8588567415,0.9769730144,1.311062986,1.359947617,1.478303809,1.468719147,1.778572076,1.917454677,2.227764554,2.425086766,2.447741041
25,0.2578299053,0.3776562052,0.5505336916,0.5949519339,0.9332361593,1.061522548,1.225825521,1.511176315,1.587753611,1.656260478,1.806738687,1.902172574,2.196520773,2.467489375,2.488862844
26,0.2394809387,0.4454537136,0.5747126691,0.6615008007,0.9374944435,1.224310745,1.385344621,1.490924428,1.656103617,1.600791563,1.815992729,1.945561428,2.337256858,2.304280392,2.52972989
27,0.2562880071,0.3908045889,0.6167757614,0.7349195733,1.064946672,1.260575402,1.342529171,1.472939927,1.635494637,1.737851194,1.798363059,2.113516614,2.383496464,2.378962001,2.635079822
