tenure1,tenure2,runs,mean_gap,min_gap,max_gap,std_gap,mean_value,mean_iterations,mean_candidates,mean_feasibility
1,1,100,5.20000005,0.689655,13.448276,3.084301752,610.16,27287.44,1629759970,124512095.1
1,2,100,4.79827591,0.344828,13.448276,3.106451487,607.83,30161.13,1839931767,124537705
1,3,100,4.70344835,0.344828,13.448276,3.140102453,607.28,33517.54,2105166084,118438374.5
1,4,100,4.5103449,0.344828,13.448276,3.075429854,606.16,35751.39,2340962636,115727505
1,5,100,4.32758627,0.344828,13.448276,3.130661714,605.1,39727.59,2664565075,114211479.3
1,6,100,4.30344832,0.344828,13.448276,3.010221746,604.96,45959.54,3170251945,101344448.3
1,7,100,4.06206899,0.344828,13.448276,2.822463101,603.56,48894.91,3439264337,96510654.44
1,8,100,3.99827591,0.344828,13.448276,2.767064656,603.19,52438.69,3741437819,91840630.63
1,9,100,3.81551729,0.344828,13.448276,2.52179809,602.13,57576.91,4148070519,87607337.65
1,10,100,3.89310349,0.344828,13.448276,2.512556286,602.58,64353.76,4682405724,78303637.45
1,11,100,3.85862074,0.344828,13.448276,2.440241711,602.38,68832.14,4997385297,74015808.98
1,12,100,4.17241384,0.344828,13.448276,2.589861579,604.2,72387.83,5204175892,67123292.22
1,13,100,3.84137933,0.344828,13.448276,2.492988528,602.28,76969.1,5462787214,64016520.97
1,14,100,4.13275867,0.344828,13.448276,2.531993604,603.97,80058.67,5590645351,61646734.34
1,15,100,4.30172419,0.344828,13.448276,2.571521629,604.95,83702.46,5756934466,58553247.62
2,1,100,3.77758621,0.344828,12.413793,2.544254555,601.91,32124.36,1852226404,136100248.6
2,2,100,3.74310348,0.344828,11.034483,2.345822984,601.71,36121.54,2181991779,125773432.5
2,3,100,3.19827593,0,11.034483,2.164764475,598.55,42815.09,2714142547,111351123.7
2,4,100,2.78620692,0.344828,9.137931,1.931880202,596.16,47712.89,3166778416,106545717
2,5,100,2.65689657,0.344828,7.931034,1.693403341,595.41,53967.16,3720606503,95205899.71
2,6,100,2.27068964,0.344828,6.896552,1.518383863,593.17,58646.66,4144306089,88607967.35
2,7,100,2.23965519,0.172414,6.896552,1.453403334,592.99,63225.18,4534589434,80570563.58
2,8,100,2.64655175,0.344828,7.413793,1.489296277,595.35,67894.13,4925266803,68960513.39
2,9,100,2.78275863,0.344828,7.586207,1.610504777,596.14,72648.39,5299936352,60909212.78
2,10,100,2.80344827,0.344828,6.896552,1.429053386,596.26,75768.83,5528812051,57479380.85
2,11,100,3.09310347,0.344828,7.586207,1.637279198,597.94,79019.49,5752809405,52859784.51
2,12,100,3.19655175,0.344828,9.310345,1.827520499,598.54,82663.87,5975880442,47015455.32
2,13,100,3.41724142,0.344828,7.758621,1.785124806,599.82,84817.33,6081418596,44306591.13
2,14,100,3.4293104,0.344828,9.310345,1.968703687,599.89,89720.42,6331150177,40484074.86
2,15,100,3.50517245,0.344828,8.448276,1.95710235,600.33,93667.31,6495693155,37169600.33
3,1,100,2.9948276,0.344828,8.793103,1.739509176,597.37,30452.27,1719355835,141674907.3
3,2,100,2.75000009,0.344828,8.448276,2.007889753,595.95,34626.87,2083272610,134167784.6
3,3,100,2.42241379,0.344828,7.758621,1.694162125,594.05,40777.01,2556610104,117187158.4
3,4,100,2.26724134,0.344828,6.896552,1.527909531,593.15,47598.23,3145486920,110110199.6
3,5,100,2.03965519,0.344828,7.586207,1.44315306,591.83,53346.62,3619233585,99417120.94
3,6,100,1.8913793,0,6.896552,1.248945276,590.97,58581.88,4081608249,87990349.81
3,7,100,2.14137928,0.344828,7.586207,1.450235816,592.42,62838.5,4435608090,78686972.75
3,8,100,2.47931035,0.344828,6.896552,1.402791242,594.38,66940.39,4777791389,71330025.48
3,9,100,2.64655173,0.344828,6.896552,1.420149295,595.35,70253.99,5045900506,66813202.85
3,10,100,2.81034483,0.344828,8.103448,1.669007083,596.3,74473.98,5358598790,60043407.33
3,11,100,2.97068966,0.344828,7.758621,1.607114448,597.23,78195.8,5613647162,54481962.24
3,12,100,3.09482758,0.344828,8.275862,1.675628085,597.95,79812.18,5708845634,50989582.62
3,13,100,3.14655174,0.344828,9.310345,1.823236171,598.25,91474.94,6493049742,52862970.67
3,14,100,3.24655174,0.344828,8.62069,1.71943893,598.83,98772.97,6927431869,47079224.95
3,15,100,3.33275866,0.344828,9.310345,1.835330401,599.33,102263.18,7086112844,44218167.9
4,1,100,1.79310344,0,6.206897,1.515799982,590.4,33089.2,1838473446,134546150.1
4,2,100,1.81896551,0,9.310345,1.856528944,590.55,40049.08,2393212303,124979311.4
4,3,100,1.79310343,0.344828,6.034483,1.445012988,590.4,44513.56,2822891364,116392903.9
4,4,100,1.62758623,0,6.034483,1.296105903,589.44,48674.22,3180655090,107851740.5
4,5,100,1.75689653,0.344828,6.034483,1.191924578,590.19,53912.67,3623439236,99249046.14
4,6,100,1.7724138,0.344828,4.827586,1.114969425,590.28,58865.65,4036679508,89288937.32
4,7,100,2.05862066,0.344828,5,1.326899557,591.94,62999.88,4395367411,79046153.8
4,8,100,2.17758618,0.344828,6.896552,1.441612544,592.63,67058.64,4724108688,71800210.67
4,9,100,2.41551728,0,6.896552,1.442828421,594.01,70493.28,4998838879,65166867.12
4,10,100,2.57931036,0.344828,7.586207,1.586252292,594.96,74191.17,5267523807,59502200.36
