tenure1/tenure2,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
1,8.542714,8.542714,8.542714,7.788945,7.663317,7.035176,7.035176,7.035176,7.788945,7.788945,7.788945,7.788945,7.788945,7.788945,7.788945
2,7.663317,8.542714,7.035176,7.035176,6.78392,6.909548,7.035176,7.035176,7.035176,7.035176,7.035176,7.035176,7.035176,7.035176,7.035176
3,6.909548,7.035176,7.160804,6.909548,6.909548,6.909548,7.035176,7.035176,7.035176,7.035176,7.035176,7.035176,7.035176,7.035176,7.537688
4,6.909548,6.909548,6.532663,6.909548,6.532663,6.909548,5.653266,5.527638,7.035176,7.035176,7.035176,7.035176,7.035176,7.035176,7.035176
5,6.909548,6.532663,5.40201,5.40201,5.40201,6.909548,5.150754,5.653266,7.035176,7.035176,7.035176,7.035176,7.035176,7.035176,7.160804
6,6.78392,6.909548,5.778894,4.773869,6.407035,5.904523,5.150754,5.025126,5.025126,7.035176,7.035176,7.035176,7.035176,7.035176,7.035176
7,6.78392,5.40201,5.904523,5.150754,4.899497,4.899497,4.773869,5.276382,4.899497,7.035176,5.527638,7.035176,7.035176,7.035176,7.035176
8,6.532663,6.532663,4.522613,5.025126,5.025126,4.773869,4.522613,5.40201,4.773869,4.773869,5.025126,7.035176,7.035176,7.035176,7.035176
9,6.281407,6.909548,4.899497,4.522613,4.522613,5.527638,4.648241,5.40201,4.648241,7.035176,5.025126,5.40201,5.527638,7.035176,6.030151
10,6.78392,4.145729,4.271357,4.522613,4.522613,4.522613,4.648241,4.648241,5.150754,5.025126,5.527638,5.527638,5.527638,5.527638,5.527638
11,4.773869,4.522613,4.020101,4.522613,4.522613,4.522613,4.522613,4.522613,5.025126,5.527638,5.40201,5.527638,5.527638,5.653266,5.653266
12,5.150754,4.522613,4.522613,4.522613,4.522613,4.522613,4.899497,4.899497,5.025126,5.025126,5.527638,5.527638,5.527638,5.653266,5.778894
13,4.522613,4.522613,4.522613,5.025126,4.522613,4.522613,4.522613,4.773869,5.276382,5.527638,5.276382,5.527638,5.527638,5.527638,5.653266
14,4.773869,3.517588,4.522613,3.39196,4.522613,4.522613,4.271357,4.522613,4.522613,4.522613,5.527638,5.653266,5.527638,5.527638,6.155779
15,4.773869,4.020101,3.517588,4.522613,4.522613,4.522613,4.145729,4.396985,5.527638,5.527638,5.276382,5.40201,6.030151,5.527638,6.281407
16,3.768844,3.140704,4.396985,4.396985,3.894472,4.145729,4.522613,4.522613,5.527638,4.396985,5.276382,5.653266,6.030151,5.653266,6.155779
17,3.39196,4.020101,4.145729,4.648241,4.145729,4.522613,4.020101,4.522613,4.522613,4.396985,5.527638,5.527638,6.030151,6.155779,6.658291
18,4.899497,4.271357,3.266332,3.39196,3.894472,3.894472,4.648241,4.396985,4.522613,4.396985,5.527638,4.145729,5.653266,6.281407,5.653266
19,5.025126,3.517588,3.266332,3.768844,3.894472,4.145729,5.276382,4.271357,4.522613,4.522613,5.40201,5.40201,6.281407,5.527638,6.030151
20,4.648241,3.39196,3.768844,3.266332,4.020101,4.145729,4.396985,4.145729,4.396985,5.150754,5.150754,5.527638,5.653266,5.40201,5.653266
21,3.894472,4.522613,3.266332,3.39196,3.894472,3.39196,4.522613,5.40201,3.517588,4.522613,5.276382,4.522613,4.522613,5.025126,5.527638
22,4.396985,3.140704,3.39196,3.266332,3.266332,3.768844,4.020101,4.020101,4.145729,4.396985,4.522613,4.522613,5.276382,5.527638,5.653266
23,4.773869,2.889447,2.889447,3.015075,3.266332,3.015075,4.145729,4.020101,5.025126,4.020101,4.522613,4.773869,5.025126,5.150754,5.276382
24,4.773869,3.894472,3.894472,3.768844,3.517588,3.266332,4.522613,4.020101,4.522613,5.025126,4.522613,4.773869,5.40201,5.150754,5.653266
25,5.527638,2.889447,2.889447,4.396985,3.015075,4.145729,4.020101,3.517588,4.522613,4.396985,5.150754,5.527638,5.40201,5.527638,5.778894
26,4.648241,3.517588,3.517588,2.889447,3.517588,3.894472,4.522613,4.020101,4.522613,5.527638,5.150754,5.40201,5.025126,5.778894,5.778894
27,5.40201,3.517588,3.517588,3.266332,4.020101,3.517588,4.522613,4.522613,5.150754,5.150754,5.778894,5.904523,5.653266,5.653266,6.407035
28,5.150754,3.140704,4.522613,4.145729,3.643216,3.768844,4.396985,5.025126,5.653266,5.527638,5.778894,6.407035,5.778894,6.658291,6.407035
29,4.522613,4.396985,3.643216,3.768844,4.522613,4.145729,5.778894,4.773869,5.527638,5.778894,6.155779,5.778894,6.281407,6.407035,7.663317
30,5.778894,4.899497,3.894472,4.271357,4.396985,4.522613,5.527638,6.407035,5.778894,6.407035,7.286432,6.281407,6.407035,7.160804,7.035176
