tenure1,tenure2,runs,mean_gap,min_gap,max_gap,std_gap,mean_value,mean_iterations,mean_candidates,mean_feasibility
1,1,100,7.1195079,1.405975,15.641476,2.909182327,609.51,26276.94,1610797457,114527085
1,2,100,6.88576454,1.405975,14.762742,2.792956143,608.18,27378.44,1732229875,110964255
1,3,100,6.96309317,1.405975,15.641476,2.838869683,608.62,29519.2,1945031689,101758264
1,4,100,6.85237262,1.405975,15.817223,2.871836551,607.99,31921.5,2159551006,94417164.03
1,5,100,6.70474518,1.230228,16.520211,2.691354197,607.15,34349.61,2383040916,90314706.75
1,6,100,6.63796136,1.405975,14.762742,2.619386854,606.77,38416.3,2758245284,83136109.61
1,7,100,6.20738141,1.405975,14.059754,2.822458285,604.32,43290.22,3139650490,78086977.62
1,8,100,6.3936732,1.405975,16.520211,2.801366126,605.38,47783.01,3505260785,72722818.47
1,9,100,6.28822504,1.230228,14.762742,2.776958764,604.78,52135.88,3839671777,65712737.64
1,10,100,6.1511424,1.230228,16.520211,2.859916548,604,56956.11,4192923484,60169768.82
1,11,100,5.89103694,0.702988,14.762742,2.799995927,602.52,65176.55,4778718953,53069567.88
1,12,100,6.07029883,1.405975,13.532513,2.840368297,603.54,70866.12,5138353638,47464793.65
1,13,100,5.85588758,0.351494,14.762742,2.829413627,602.32,79738.26,5685255766,43037947.99
1,14,100,6.36906858,0.878735,14.762742,2.74890266,605.24,82186.89,5731629183,41751888.5
1,15,100,6.28998247,1.405975,14.762742,2.66992982,604.79,92020.68,6252752470,35641528.66
2,1,100,6.48857647,1.405975,14.762742,2.741465399,605.92,28359.79,1671785155,121385835.5
2,2,100,6.34973642,0.702988,14.938489,3.043478229,605.13,30266.11,1865037651,111591196.3
2,3,100,5.83655536,1.230228,14.938489,2.842660446,602.21,33648.02,2184748517,101489281
2,4,100,5.08084358,0.527241,13.356766,2.700810847,597.91,41732.12,2858832113,78950291.4
2,5,100,5.03690685,1.230228,12.126538,2.48922751,597.66,44490.07,3147877978,71040083.61
2,6,100,5.06151141,0.527241,9.13884,2.36647752,597.8,49290.76,3564525749,63979688.09
2,7,100,4.79964851,0,12.126538,2.387830402,596.31,54352.35,3968882569,59105710.45
