tenure1/tenure2,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
1,1.405975,1.405975,1.405975,1.405975,1.230228,1.405975,1.405975,1.405975,1.230228,1.230228,0.702988,1.405975,0.351494,0.878735,1.405975
2,1.405975,0.702988,1.230228,0.527241,1.230228,0.527241,0,0.527241,0.527241,0.527241,0.527241,0,1.405975,0.878735,0.878735
3,0,0.351494,0,0,0,0,0.351494,0,0,1.054482,0,0.878735,0.351494,0.527241,0.878735
4,0,0,0,0,0,0,0,0.878735,0.527241,0.527241,0.527241,0,1.405975,1.054482,1.405975
5,0,0,0,0,0.527241,0.527241,0.527241,0,0.527241,0.878735,0.527241,0.527241,0.527241,0.878735,0.702988
6,0,0,0.175747,0.351494,0,0.351494,0.527241,0,0.351494,0.527241,0.527241,0,0.527241,0.527241,0
7,0,0,0,0,0,0,0,0,0,0,0.527241,0,0.527241,0.527241,0.527241
8,0,0,0,0,0,0,0,0.527241,0.527241,0,0.351494,0.527241,0,1.230228,0.527241
9,0,0,0,0,0,0,0,0,0.527241,0.527241,0.702988,0.527241,0.527241,1.230228,0.527241
10,0,0,0,0,0,0,0.175747,0.527241,0,0.351494,0.527241,0.527241,0.527241,0.702988,0.878735
11,0,0,0,0,0.351494,0,0,0.527241,0.527241,0.527241,0.527241,0.702988,0,0.878735,1.230228
12,0,0,0,0,0,0,0.351494,0,0,0.527241,0.702988,0,0.702988,0.527241,0.527241
13,0,0,0,0,0,0,0.527241,0,0.527241,0,0.527241,0.878735,0.527241,0.878735,1.405975
14,0,0,0,0,0,0,0,0.351494,0.527241,0.702988,0,0.527241,0.702988,0.527241,0.702988
15,0,0,0,0.527241,0,0,0,0,0.527241,0.351494,0,0.527241,0.527241,1.405975,1.054482
16,0,0,0,0,0,0,0,0,0.351494,0.878735,0.527241,0.527241,1.405975,0.878735,0.702988
17,0,0,0,0,0,0,0.527241,0,0.175747,0.702988,0.527241,0.351494,0,0.878735,0.878735
18,0,0,0,0,0.527241,0,0,0.351494,0.527241,0.351494,0.175747,0,0.527241,1.405975,0.702988
19,0,0,0,0,0,0.351494,0,0.527241,0.351494,0.527241,0,0.527241,0,0.527241,1.405975
20,0,0,0,0,0,0,0.702988,0.527241,1.054482,0.527241,0.702988,0.175747,0.878735,1.405975,1.230228
21,0,0,0,0,0.351494,0.527241,0.527241,0,0.702988,0.702988,0.527241,1.405975,0.702988,0.527241,1.230228
22,0,0,0,0,0,0.351494,0,0,1.230228,1.230228,0.351494,0.527241,0.702988,0.878735,0.702988
23,0,0,0,0,0,0,0.527241,0.351494,0.351494,0,0.527241,0.527241,0.702988,1.230228,1.405975
24,0,0,0,0,0,0.351494,0,0.351494,0.351494,0.702988,0.702988,0.702988,0.702988,1.230228,1.405975
25,0,0,0.351494,0,0.351494,0,0.527241,0.702988,0.527241,0.527241,0,0,0.878735,1.054482,0.527241
26,0,0,0,0,0,0.351494,0,0.527241,0.351494,0.527241,0.351494,1.054482,0,1.405975,1.405975
27,0,0,0,0,0.702988,0,0,0,0.351494,0,0,1.054482,0.527241,1.054482,1.405975
28,0,0,0,0.702988,0,0.527241,0,0.527241,0.702988,0,0,0.702988,0.878735,1.230228,1.405975
29,0,0,0.175747,0,0.527241,0.351494,0.702988,0.351494,0.527241,0.351494,1.054482,0.351494,1.405975,1.230228,0.527241
30,0,0,0,0,0,0.527241,0.351494,0.527241,0.527241,0.351494,0,0.702988,1.054482,1.405975,1.405975
