tenure1,tenure2,runs,mean_gap,min_gap,max_gap,std_gap,mean_value,mean_iterations,mean_candidates,mean_feasibility
1,1,100,4.92202974,2.970297,9.282178,1.395879346,847.77,14461.23,1063061716,29288488.55
1,2,100,4.80198024,2.970297,9.282178,1.337365018,846.8,14878.53,1095734792,28665534.38
1,3,100,4.76732675,2.970297,9.282178,1.304152461,846.52,16172.91,1185176256,27932690.89
1,4,100,4.71410895,2.970297,9.158416,1.287510306,846.09,17180.3,1252474444,27767354.19
1,5,100,4.63242579,2.722772,9.158416,1.237780635,845.43,18054.34,1302117715,26492551.15
1,6,100,4.66212874,2.970297,9.158416,1.231615445,845.67,19614.67,1393016405,25136234.47
1,7,100,4.61014856,2.846535,9.158416,1.207936635,845.25,20910.92,1454521568,24005483.17
1,8,100,4.55816833,2.10396,9.282178,1.28978668,844.83,22811.01,1543519103,22298227.7
1,9,100,4.61633665,2.846535,9.282178,1.260845725,845.3,24805.68,1631813378,21008733.24
1,10,100,4.58168319,2.475248,9.282178,1.240742623,845.02,26746.42,1712487276,20424994.43
1,11,100,4.60519805,2.475248,9.282178,1.25454664,845.21,30427.19,1875852998,18955319.1
1,12,100,4.61881189,2.59901,9.282178,1.293957452,845.32,32599.77,1941642848,17967462.14
1,13,100,4.67450494,2.227723,9.282178,1.314124192,845.77,35811.35,2046676607,16654596.23
1,14,100,4.70173267,2.846535,9.282178,1.323350472,845.99,39339.08,2121673303,15526959.58
1,15,100,4.70544553,2.846535,9.282178,1.268245517,846.02,41535.83,2135518198,14913382.95
2,1,100,4.60148517,1.980198,9.158416,1.320176521,845.18,15412.89,1120260242,31924182.15
2,2,100,4.50000004,1.980198,9.158416,1.317612139,844.36,15914.36,1154193017,31071173.96
2,3,100,4.27970297,1.980198,9.158416,1.348216626,842.58,17560.45,1273509952,30331500.55
2,4,100,4.29826742,1.980198,9.158416,1.349441064,842.73,19141.71,1375096668,29174783.65
2,5,100,4.12871296,1.980198,8.168317,1.306527755,841.36,20784.83,1471238575,26865615.7
2,6,100,4.09653472,1.980198,8.168317,1.355463568,841.1,22092.83,1541656763,25294184.15
2,7,100,4.11757429,1.980198,7.673267,1.25855577,841.27,23772.47,1618917129,23839568.28
2,8,100,4.13490101,1.980198,7.673267,1.314152459,841.41,24684.56,1648637851,23142434.07
2,9,100,4.19801985,1.980198,8.044554,1.288781629,841.92,25572.71,1671035330,22186246.83
2,10,100,4.18440595,1.980198,8.044554,1.240332925,841.81,26744.3,1705029566,21128180.67
2,11,100,4.20792087,1.980198,8.044554,1.294210867,842,28319.37,1754934918,20064827.33
2,12,100,4.30569311,1.980198,8.168317,1.338555507,842.79,29967.52,1799775141,19346651.99
2,13,100,4.38613868,1.980198,8.168317,1.305437789,843.44,32032.01,1870965775,18434807.09
2,14,100,4.34653467,1.980198,8.044554,1.226986953,843.12,34955.83,1957072772,17311460.04
2,15,100,4.39603967,1.980198,8.044554,1.256417917,843.52,39561.47,2085100788,15758256.16
3,1,100,4.25990097,1.980198,8.539604,1.358961031,842.42,15724.71,1128172637,34605480.13
3,2,100,4.13861392,0.247525,7.920792,1.376735252,841.44,16717.44,1202245393,32370273.99
3,3,100,4.20544554,1.608911,7.79703,1.365525713,841.98,18197.26,1302914181,31344336.08
3,4,100,3.92202977,1.732673,7.79703,1.23106762,839.69,19730.78,1402227938,28369645.19
3,5,100,3.86262385,0.247525,7.673267,1.266330632,839.21,21408.15,1498350185,27260533.3
3,6,100,4.01856441,1.980198,7.425743,1.208203075,840.47,22661.08,1560522369,25150838.42
3,7,100,3.99628717,1.980198,7.673267,1.259101432,840.29,23954.66,1616624252,24591308.47
3,8,100,4.03836643,1.980198,7.425743,1.158680275,840.63,24978.1,1650112282,23334466.06
3,9,100,4.18688124,1.980198,7.673267,1.119480405,841.83,26008.29,1679875728,22093431.92
3,10,100,4.0507426,1.980198,8.044554,1.179746649,840.73,27717.27,1745013991,20768274.26
3,11,100,4.25123769,1.856436,8.168317,1.239793944,842.35,29283,1789889379,19775821.79
3,12,100,4.24876244,1.980198,8.415842,1.199927857,842.33,31123.45,1839927082,18646530.98
3,13,100,4.29579213,1.980198,8.292079,1.312290952,842.71,32856.67,1894929150,18207419.9
3,14,100,4.3316832,2.10396,8.539604,1.289060109,843,35156.03,1961941540,17466065.99
3,15,100,4.28712877,1.980198,7.920792,1.257284543,842.64,37859.54,2026364916,16447099.17
4,1,100,3.99381185,1.980198,7.79703,1.227941831,840.27,15717.63,1116346279,35035095.16
4,2,100,3.80074262,0.49505,7.425743,1.172569594,838.71,17215.61,1224715707,32727242.6
