tenure1,tenure2,runs,mean_gap,min_gap,max_gap,std_gap,mean_value,mean_iterations,mean_candidates,mean_feasibility
1,1,100,8.08047939,0,18.150685,3.394925523,631.19,19274.81,3506469736,128913604.2
1,2,100,7.51712323,0,15.239726,3.267141698,627.9,19400.6,3532842534,126721564.8
1,3,100,7.36815064,0,17.294521,3.367400051,627.03,20359.52,3762516730,124922252.1
1,4,100,6.96575339,0,15.239726,3.208820497,624.68,21654.71,4108452295,119904330
1,5,100,6.9880137,0,15.239726,3.147108507,624.81,22828.38,4483443630,112468888.2
1,6,100,6.67808215,0,14.89726,3.188647088,623,24865.49,5029795062,104777599.9
1,7,100,6.76198625,0,13.869863,3.09106688,623.49,23517.71,4969862855,88262516.28
1,8,100,6.61643833,0,14.041096,3.21007919,622.64,25795.18,5591598836,78389257.32
1,9,100,6.71061638,0,14.89726,3.169520519,623.19,26721.72,5923763432,73431357.9
1,10,100,6.73801364,0,14.89726,3.105680415,623.35,27880.1,6288152486,69303011.28
1,11,100,6.85616431,0,14.89726,3.104874017,624.04,29305.12,6721308202,63888236.8
1,12,100,6.77568485,0,14.212329,3.017051354,623.57,29843.65,6913940371,62966587.56
1,13,100,6.91095885,0,14.89726,3.127929603,624.36,30872.8,7262587273,59309556.58
1,14,100,6.58219171,0,14.89726,3.075103714,622.44,32314.18,7698324067,56614404.21
1,15,100,6.73801365,0,14.89726,3.118432954,623.35,33459.8,8042235128,53154630.43
2,1,100,6.74315067,0,15.410959,3.129374175,623.38,16797.9,2836616074,130544539.3
2,2,100,6.40410955,0,13.69863,3.065909533,621.4,19830.29,3491871002,121428732.3
2,3,100,5.66438354,0,15.239726,2.911282409,617.08,22319.35,4048630148,116930682.3
2,4,100,5.41609585,0,13.869863,2.997986424,615.63,24733.47,4789387396,94047654.8
2,5,100,5.23630134,0,15.239726,2.825741283,614.58,26989.66,5552652621,83912322.75
2,6,100,4.86815065,0,11.815068,2.49203044,612.43,29862.83,6364743613,72682882.54
2,7,100,4.96404107,0,12.157534,2.761529241,612.99,30123.88,6622685599,68069104.32
2,8,100,5.09075339,0,11.815068,2.66785293,613.73,31953.79,7170893539,61482449.09
2,9,100,5.51027399,0,13.184932,2.76344679,616.18,31835.21,7255032557,59975610.6
2,10,100,5.5650685,0,13.184932,2.769454815,616.5,33400.99,7745830351,56012538.29
