tenure1,tenure2,runs,mean_gap,min_gap,max_gap,std_gap,mean_value,mean_iterations,mean_candidates,mean_feasibility
1,1,100,5.16026346,0.987925,10.318332,1.854041124,958.01,9366.22,2330098642,44694641.86
1,2,100,5.11525797,0.987925,10.318332,1.819016692,957.6,9435.19,2352390973,43829429.1
1,3,100,5.08232714,0.987925,9.440176,1.782758052,957.3,9635.27,2406637663,42824492.54
1,4,100,5.02305162,1.756312,9.440176,1.772942345,956.76,9930.92,2484585530,41869919.72
1,5,100,4.98463228,1.317234,9.440176,1.75548652,956.41,10336.91,2589035133,40886054.29
1,6,100,4.97255765,1.097695,9.440176,1.731570995,956.3,10790.47,2704917989,39333569.16
1,7,100,4.93523601,0.987925,9.440176,1.749919054,955.96,11326.48,2838060802,38239633.01
1,8,100,4.95389685,0.987925,9.440176,1.775928487,956.13,11854.18,2963977638,37150683.47
1,9,100,4.9396268,1.097695,9.440176,1.749924614,956,12560.1,3130848562,35020760.15
1,10,100,4.90669596,1.097695,9.440176,1.780366964,955.7,13319.82,3302829039,33274528.07
1,11,100,4.91767289,1.097695,9.440176,1.742466706,955.8,13923.8,3428325797,31378036.03
1,12,100,4.94072446,0.987925,9.440176,1.752113819,956.01,14480.34,3539201349,30673819.12
1,13,100,5,1.427003,9.440176,1.752035998,956.55,15272.57,3689031405,28675831.8
1,14,100,4.99121844,1.427003,9.440176,1.734868314,956.47,16138.81,3857613768,27357164.63
1,15,100,5.02854007,1.427003,9.440176,1.714206584,956.81,17002.43,4002368907,26107414.64
2,1,100,5.06256861,1.646542,10.318332,1.84778006,957.12,8939.15,2183584351,43662257.74
2,2,100,5.0428101,1.097695,10.318332,1.857341834,956.94,9336.66,2289023224,43017694.61
2,3,100,4.94731069,1.097695,9.440176,1.817293272,956.07,9509.52,2342051507,42085736.91
2,4,100,4.89352364,0.987925,9.440176,1.769097983,955.58,10200.57,2518728168,41175016.81
2,5,100,4.85290893,0.987925,9.440176,1.719707437,955.21,10711.33,2651850486,38805170.13
2,6,100,4.7497256,1.427003,9.440176,1.697235653,954.27,11343.07,2809612060,36326664.43
2,7,100,4.7749726,0.548847,9.440176,1.772625135,954.5,11877.85,2936711199,34094294.02
2,8,100,4.751921,0.987925,8.781559,1.800339519,954.29,12819.86,3172350830,32598874.91
2,9,100,4.80021961,1.097695,9.440176,1.71194439,954.73,13395.71,3285196404,30295541.63
2,10,100,4.80461038,1.097695,9.001098,1.726457334,954.77,14037.62,3423587661,29215623.72
2,11,100,4.8177827,0.987925,9.001098,1.709813063,954.89,14453.38,3503223494,28493914.51
2,12,100,4.79912187,1.097695,8.56202,1.764682494,954.72,15120.87,3651723135,27714380.57
2,13,100,4.88035134,1.317234,9.001098,1.69734789,955.46,15792.29,3766464660,26590183.17
2,14,100,4.85510436,1.427003,8.56202,1.663555881,955.23,16271.9,3843379210,25767552.69
2,15,100,4.90669605,1.536773,9.001098,1.692758223,955.7,16872.32,3931379624,24761397.52
3,1,100,4.8353458,0.987925,9.440176,1.86998237,955.05,8499.25,2040310091,45702783.2
3,2,100,4.75850716,0.987925,9.001098,1.812942823,954.35,9004.86,2177528710,44247529.66
3,3,100,4.68605931,0.768386,8.45225,1.77955976,953.69,9809.26,2387815026,41966416.03
3,4,100,4.51701427,0.768386,9.110867,1.836090654,952.15,9846.92,2405356975,39930921.56
3,5,100,4.31174532,0,8.45225,1.829895838,950.28,10595.37,2596987011,37772461.52
3,6,100,4.29308452,0,8.45225,1.975351431,950.11,11161.97,2739822745,35814742.35
