tenure1,tenure2,runs,mean_gap,min_gap,median_gap,std_gap,mean_iterations,mean_candidates,mean_feasibility,file
1,15,100,4.98292686,1.097561,4.9390245,2.036287765,41896.6,2213510092,21420070.79,E100_1000.1_r50_lk_ts_t1_t15_ite10.res
1,16,100,4.94878051,1.097561,5.0609755,2.016878501,44364.28,2233714215,20895220.18,E100_1000.1_r50_lk_ts_t1_t16_ite10.res
1,17,100,4.97073173,1.097561,5.0609755,1.988217884,47610.04,2271225143,19747079.5,E100_1000.1_r50_lk_ts_t1_t17_ite10.res
1,18,100,5.08414637,1.097561,5.121951,2.06134007,50962.05,2282093681,18808959.87,E100_1000.1_r50_lk_ts_t1_t18_ite10.res
1,19,100,5.09146344,1.097561,5.1829265,2.060369123,53751.45,2272645387,18138059.55,E100_1000.1_r50_lk_ts_t1_t19_ite10.res
1,1,100,5.35853661,1.097561,5.304878,2.122319351,16803.84,1245113182,38612266.27,E100_1000.1_r50_lk_ts_t1_t1_ite10.res
1,20,100,5.15731711,1.097561,5.243902,2.11170908,57953.8,2297587751,17190454.21,E100_1000.1_r50_lk_ts_t1_t20_ite10.res
1,21,100,5.06463418,1.097561,5.0609755,2.088041068,60619.28,2272304105,16931051.96,E100_1000.1_r50_lk_ts_t1_t21_ite10.res
1,22,100,5.10000003,1.097561,5.0609755,2.107014793,63519.79,2256318831,16556433.14,E100_1000.1_r50_lk_ts_t1_t22_ite10.res
1,23,100,5.10000003,1.097561,5.0609755,2.107014793,66509.58,2215501081,16335342.43,E100_1000.1_r50_lk_ts_t1_t23_ite10.res
1,24,100,5.1365854,1.097561,5.1829265,2.111352295,70340.79,2201348633,16047239.83,E100_1000.1_r50_lk_ts_t1_t24_ite10.res
1,25,100,5.10121955,1.097561,5.0609755,2.106135872,74312.97,2168841314,15551873.24,E100_1000.1_r50_lk_ts_t1_t25_ite10.res
1,26,100,5.1365854,1.097561,5.1829265,2.111352295,78019.35,2124590615,15280060.9,E100_1000.1_r50_lk_ts_t1_t26_ite10.res
1,27,100,5.1365854,1.097561,5.1829265,2.111352295,84346.51,2086323987,14662329.66,E100_1000.1_r50_lk_ts_t1_t27_ite10.res
1,28,100,5.1365854,1.097561,5.1829265,2.111352295,88174.26,2060922170,14420915.9,E100_1000.1_r50_lk_ts_t1_t28_ite10.res
1,29,100,5.1365854,1.097561,5.1829265,2.111352295,94461.71,2011242553,13889741.2,E100_1000.1_r50_lk_ts_t1_t29_ite10.res
1,2,100,5.18292685,1.097561,5.1829265,2.049705666,17594.93,1298404245,37493148.98,E100_1000.1_r50_lk_ts_t1_t2_ite10.res
1,30,100,5.1365854,1.097561,5.1829265,2.111352295,103095.05,1999426851,13448925.01,E100_1000.1_r50_lk_ts_t1_t30_ite10.res
1,3,100,5.15121952,1.097561,5.1829265,2.010981233,18514.01,1358718789,36502594.4,E100_1000.1_r50_lk_ts_t1_t3_ite10.res
1,4,100,5.01097563,1.097561,4.8170735,2.034226576,20178.09,1465812420,35195991.77,E100_1000.1_r50_lk_ts_t1_t4_ite10.res
1,5,100,5.01219517,1.097561,4.878049,2.062054485,20971.79,1505714976,33772364.27,E100_1000.1_r50_lk_ts_t1_t5_ite10.res
1,6,100,4.90853663,1.097561,4.8170735,2.046836172,22468.06,1598653322,32879220.78,E100_1000.1_r50_lk_ts_t1_t6_ite10.res
1,7,100,4.84634154,1.097561,4.5731705,2.03396995,24139.89,1683457936,30980621.5,E100_1000.1_r50_lk_ts_t1_t7_ite10.res
1,8,100,4.85609759,1.097561,4.634146,2.026775351,25279.57,1738474453,30330136.3,E100_1000.1_r50_lk_ts_t1_t8_ite10.res
1,9,100,4.82317077,1.097561,4.512195,1.960465228,27021.94,1809096237,28809567.68,E100_1000.1_r50_lk_ts_t1_t9_ite10.res
20,10,100,3.33292683,1.097561,3.414634,1.096815474,27813.43,1650267846,25596385.77,E100_1000.1_r50_lk_ts_t20_t10_ite10.res
20,11,100,3.40243903,0.853659,3.414634,1.224245552,29894.43,1739822227,24767337.59,E100_1000.1_r50_lk_ts_t20_t11_ite10.res
20,12,100,3.66829272,0.731707,3.658537,1.24048003,31024.76,1763466788,23772265.44,E100_1000.1_r50_lk_ts_t20_t12_ite10.res
20,13,100,3.84756101,1.097561,3.780488,1.321706621,32723.05,1823336013,23179640.65,E100_1000.1_r50_lk_ts_t20_t13_ite10.res
20,14,100,4.11341464,1.097561,3.9634145,1.44501188,34715.34,1886692828,22281349.8,E100_1000.1_r50_lk_ts_t20_t14_ite10.res
20,15,100,4.19146345,1.097561,4.207317,1.51849364,36240.75,1935241813,21692351.53,E100_1000.1_r50_lk_ts_t20_t15_ite10.res
20,16,100,4.33170732,1.097561,4.3292685,1.465207889,37962.8,1978020085,21160315.1,E100_1000.1_r50_lk_ts_t20_t16_ite10.res
20,17,100,4.47682931,1.097561,4.5731705,1.515288912,39217.44,2004110941,20588340.71,E100_1000.1_r50_lk_ts_t20_t17_ite10.res
20,18,52,4.467636058,1.219512,4.5731705,1.513573029,39335.96154,1957887277,20391394.48,E100_1000.1_r50_lk_ts_t20_t18_ite10.res
20,1,100,3.37560976,1.097561,3.3536585,0.9206103439,13674.93,869820628.9,49358152.69,E100_1000.1_r50_lk_ts_t20_t1_ite10.res
20,2,100,2.81463409,0.121951,2.926829,0.9189444423,15835.44,1018669212,42067741.71,E100_1000.1_r50_lk_ts_t20_t2_ite10.res
20,3,100,2.66097561,0.121951,2.682927,0.9421427461,17734.23,1140312617,37393708.63,E100_1000.1_r50_lk_ts_t20_t3_ite10.res
20,4,100,2.73536584,0.609756,2.804878,0.9043737239,19510.76,1250501203,34812530.62,E100_1000.1_r50_lk_ts_t20_t4_ite10.res
20,5,100,2.74878047,0.853659,2.804878,1.027421222,20989.88,1334442269,32350782.16,E100_1000.1_r50_lk_ts_t20_t5_ite10.res
20,6,100,2.96585363,0.121951,3.04878,0.9583468921,22349.12,1406861431,30440534.54,E100_1000.1_r50_lk_ts_t20_t6_ite10.res
20,7,100,3.16585365,0.97561,3.170732,1.135161152,24042.95,1491629914,28916718.02,E100_1000.1_r50_lk_ts_t20_t7_ite10.res
20,8,100,3.0329268,0.853659,3.170732,1.100998532,24997.58,1530531754,27661278.3,E100_1000.1_r50_lk_ts_t20_t8_ite10.res
20,9,100,3.38658537,1.097561,3.414634,1.151706371,26420.08,1590339921,26533080.28,E100_1000.1_r50_lk_ts_t20_t9_ite10.res
22,10,100,3.59268294,0.97561,3.536585,1.341454456,28594.61,1680744169,25682939.51,E100_1000.1_r50_lk_ts_t22_t10_ite10.res
22,11,100,3.72073173,1.097561,3.7195125,1.245654162,29978.21,1728827928,24774691.98,E100_1000.1_r50_lk_ts_t22_t11_ite10.res
22,12,100,4.06341467,0.97561,4.02439,1.397342349,31628.9,1789756769,23895926.51,E100_1000.1_r50_lk_ts_t22_t12_ite10.res
22,13,100,4.02317076,1.097561,3.902439,1.402559011,33778.78,1873183233,23132905.8,E100_1000.1_r50_lk_ts_t22_t13_ite10.res
22,14,100,4.11707315,1.097561,4.0853655,1.41711685,34824.63,1899131622,22667423.9,E100_1000.1_r50_lk_ts_t22_t14_ite10.res
22,15,100,4.38902441,1.097561,4.390244,1.575670594,35664.87,1914916981,22073273.39,E100_1000.1_r50_lk_ts_t22_t15_ite10.res
22,16,100,4.33902442,1.097561,4.390244,1.55346064,37284.32,1967242160,21523839.91,E100_1000.1_r50_lk_ts_t22_t16_ite10.res
22,17,100,4.49512196,1.097561,4.4512195,1.628418384,38988.28,2022903663,20920347.77,E100_1000.1_r50_lk_ts_t22_t17_ite10.res
22,18,100,4.59268297,1.097561,4.634146,1.63055721,39572.3,2025615086,20696286.92,E100_1000.1_r50_lk_ts_t22_t18_ite10.res
22,19,100,4.65121953,1.097561,4.695122,1.675881695,41066.04,2066481714,20260783.88,E100_1000.1_r50_lk_ts_t22_t19_ite10.res
22,1,100,3.29268292,1.097561,3.292683,1.001594035,13978.92,883656143.9,48075850.06,E100_1000.1_r50_lk_ts_t22_t1_ite10.res
22,20,100,4.52926831,1.097561,4.4512195,1.600973058,41974.7,2082265714,19966099.2,E100_1000.1_r50_lk_ts_t22_t20_ite10.res
22,21,100,4.54024393,1.097561,4.5731705,1.784738023,43503.5,2126521022,19517336.44,E100_1000.1_r50_lk_ts_t22_t21_ite10.res
22,22,100,4.61463418,1.097561,4.5731705,1.809884981,44999.9,2166255781,19114363.8,E100_1000.1_r50_lk_ts_t22_t22_ite10.res
22,23,100,4.81829271,1.097561,4.756098,1.948561167,45791.83,2164649701,18795725.12,E100_1000.1_r50_lk_ts_t22_t23_ite10.res
22,24,100,4.82195124,1.097561,4.756098,1.908753517,46677.79,2178528399,18549753.37,E100_1000.1_r50_lk_ts_t22_t24_ite10.res
22,25,100,4.74024391,1.097561,4.695122,1.846608697,47724.42,2192707567,18317731.56,E100_1000.1_r50_lk_ts_t22_t25_ite10.res
22,26,100,4.98902443,1.097561,4.8170735,2.015083758,49235.82,2231820353,18015005.53,E100_1000.1_r50_lk_ts_t22_t26_ite10.res
22,27,100,4.96219516,1.097561,4.8170735,1.992412485,50277.26,2238552081,17772526.65,E100_1000.1_r50_lk_ts_t22_t27_ite10.res
22,28,100,4.98292686,1.097561,4.8170735,2.040856539,51465.94,2254312474,17601534.87,E100_1000.1_r50_lk_ts_t22_t28_ite10.res
22,29,100,5.05609759,1.097561,4.878049,2.09464697,52269.99,2256290051,17328431.91,E100_1000.1_r50_lk_ts_t22_t29_ite10.res
22,2,100,2.87073173,0.853659,2.926829,0.8945473427,16105.06,1029778675,41855296.06,E100_1000.1_r50_lk_ts_t22_t2_ite10.res
22,30,100,5.11341467,1.097561,4.9390245,2.114123519,52897.22,2256684444,17284756.46,E100_1000.1_r50_lk_ts_t22_t30_ite10.res
22,3,100,2.80121947,0.243902,2.804878,0.9083846461,17866.01,1145202366,37571316.91,E100_1000.1_r50_lk_ts_t22_t3_ite10.res
22,4,100,2.91829269,0.97561,3.04878,0.9476872266,19765.8,1256524870,34440904.75,E100_1000.1_r50_lk_ts_t22_t4_ite10.res
22,5,100,2.91219511,0.609756,2.9878045,0.9805675468,21420.53,1354728815,32400315.44,E100_1000.1_r50_lk_ts_t22_t5_ite10.res
22,6,100,3.01097565,0.365854,3.2317075,1.031838458,22761.43,1422506502,30610844.24,E100_1000.1_r50_lk_ts_t22_t6_ite10.res
22,7,100,3.17804877,1.097561,3.04878,1.008889726,23701.53,1464239973,29009991.01,E100_1000.1_r50_lk_ts_t22_t7_ite10.res
22,8,100,3.4487805,0.97561,3.414634,1.172162844,25605.1,1556145803,27928316.58,E100_1000.1_r50_lk_ts_t22_t8_ite10.res
22,9,100,3.33902439,0.853659,3.414634,1.075477915,26817.52,1609632025,26889656.14,E100_1000.1_r50_lk_ts_t22_t9_ite10.res
23,10,100,3.8097561,1.097561,3.780488,1.347566102,28708.12,1684173202,25627941.31,E100_1000.1_r50_lk_ts_t23_t10_ite10.res
23,11,100,4.02560978,1.097561,4.02439,1.278153397,30148.34,1740276139,25091607.87,E100_1000.1_r50_lk_ts_t23_t11_ite10.res
23,12,100,4.03048784,1.097561,4.02439,1.362119527,31452.97,1789228142,24290950,E100_1000.1_r50_lk_ts_t23_t12_ite10.res
23,13,100,4.06341467,1.097561,3.9634145,1.397234787,32859.34,1832102961,23474696.71,E100_1000.1_r50_lk_ts_t23_t13_ite10.res
23,14,100,4.26707318,1.097561,4.3292685,1.365877269,34649.31,1906975493,23060698.21,E100_1000.1_r50_lk_ts_t23_t14_ite10.res
23,15,100,4.44634149,1.097561,4.4512195,1.498854347,36179.1,1955572753,22365756.84,E100_1000.1_r50_lk_ts_t23_t15_ite10.res
23,16,100,4.54634147,1.097561,4.512195,1.593360137,37082.34,1981262262,21834055.77,E100_1000.1_r50_lk_ts_t23_t16_ite10.res
23,17,100,4.46585368,1.097561,4.4512195,1.598790908,37855.77,1994391608,21401409.51,E100_1000.1_r50_lk_ts_t23_t17_ite10.res
23,18,52,4.413696077,1.219512,4.5731705,1.509137087,39128.76923,2026061819,20931147.12,E100_1000.1_r50_lk_ts_t23_t18_ite10.res
23,1,100,3.33048783,1.097561,3.414634,0.9771014218,13722.91,865741959.8,48525312.12,E100_1000.1_r50_lk_ts_t23_t1_ite10.res
23,2,100,2.98414637,0.731707,2.926829,0.8864559733,16043.82,1023124014,41092764.68,E100_1000.1_r50_lk_ts_t23_t2_ite10.res
23,3,100,2.88048782,0.97561,2.926829,0.8754272043,17877.32,1142359728,37192072.11,E100_1000.1_r50_lk_ts_t23_t3_ite10.res
23,4,100,2.86219519,0.487805,2.926829,0.9764493296,19882.21,1264993849,34520858.9,E100_1000.1_r50_lk_ts_t23_t4_ite10.res
23,5,100,2.84146335,0.731707,2.926829,0.9671815059,21064.15,1327121159,32320090.61,E100_1000.1_r50_lk_ts_t23_t5_ite10.res
23,6,100,3.14024393,0.487805,3.170732,1.00479491,22327.51,1394204642,30689035.27,E100_1000.1_r50_lk_ts_t23_t6_ite10.res
23,7,100,3.28780486,1.097561,3.292683,1.020010767,23913.9,1471495591,29064554.05,E100_1000.1_r50_lk_ts_t23_t7_ite10.res
23,8,100,3.33536587,0.609756,3.3536585,1.117886156,25542.18,1554363851,28222427.69,E100_1000.1_r50_lk_ts_t23_t8_ite10.res
23,9,100,3.71463412,1.097561,3.658537,1.226687441,27423.18,1638435056,26893303.13,E100_1000.1_r50_lk_ts_t23_t9_ite10.res
25,10,100,4.04390245,1.097561,4.02439,1.303434132,28407.57,1684864761,26531495.39,E100_1000.1_r50_lk_ts_t25_t10_ite10.res
25,11,100,4.02926831,1.097561,4.02439,1.432384309,29343.93,1718137013,25829846.09,E100_1000.1_r50_lk_ts_t25_t11_ite10.res
25,12,100,4.30975612,1.097561,4.390244,1.552884206,30572.3,1769775264,25100687.72,E100_1000.1_r50_lk_ts_t25_t12_ite10.res
25,13,100,4.07682927,1.097561,4.0853655,1.500740918,31541.42,1801496958,24302283.49,E100_1000.1_r50_lk_ts_t25_t13_ite10.res
25,14,100,4.29268297,1.097561,4.3292685,1.475783301,33674.17,1895960675,23906586.56,E100_1000.1_r50_lk_ts_t25_t14_ite10.res
25,15,100,4.53780489,1.097561,4.5731705,1.672137361,34297.56,1909004733,23272728.46,E100_1000.1_r50_lk_ts_t25_t15_ite10.res
25,16,100,4.5,1.097561,4.390244,1.609720631,35412.79,1947343774,22823519.95,E100_1000.1_r50_lk_ts_t25_t16_ite10.res
25,17,100,4.45243903,1.097561,4.4512195,1.551749532,36538.97,1979743281,22312409.77,E100_1000.1_r50_lk_ts_t25_t17_ite10.res
25,18,100,4.54634149,1.097561,4.512195,1.638173296,38097.76,2034414891,21809049.59,E100_1000.1_r50_lk_ts_t25_t18_ite10.res
25,19,100,4.63292684,1.097561,4.5731705,1.726434939,38984.41,2056675495,21414833.4,E100_1000.1_r50_lk_ts_t25_t19_ite10.res
25,1,100,3.48170732,0.487805,3.536585,1.032810518,13861.65,871049347.2,47183499.01,E100_1000.1_r50_lk_ts_t25_t1_ite10.res
25,20,100,4.61097564,1.097561,4.5731705,1.832156301,39950.52,2077557767,21068220.12,E100_1000.1_r50_lk_ts_t25_t20_ite10.res
25,21,100,4.76829271,1.097561,4.756098,1.868833846,41078.07,2108244352,20692073.88,E100_1000.1_r50_lk_ts_t25_t21_ite10.res
25,22,100,4.83780491,1.097561,4.756098,1.90060105,42278.85,2138801319,20475145.27,E100_1000.1_r50_lk_ts_t25_t22_ite10.res
25,23,100,4.85609758,1.097561,4.756098,1.900310552,43015.05,2150240046,20092454.98,E100_1000.1_r50_lk_ts_t25_t23_ite10.res
25,24,100,4.86097563,1.097561,4.756098,1.939793176,43952.83,2165664123,19846532.94,E100_1000.1_r50_lk_ts_t25_t24_ite10.res
25,25,100,5.05487808,1.097561,4.878049,2.043677812,45262.17,2199360354,19432169.55,E100_1000.1_r50_lk_ts_t25_t25_ite10.res
25,26,100,4.94268295,1.097561,4.756098,1.968958478,45881.47,2197423288,19214825.9,E100_1000.1_r50_lk_ts_t25_t26_ite10.res
25,27,100,5.05243906,1.097561,4.878049,2.105864784,47211.83,2228551808,18851132.68,E100_1000.1_r50_lk_ts_t25_t27_ite10.res
25,28,100,5.11341467,1.097561,4.9390245,2.114123519,48172.41,2244740890,18634438.35,E100_1000.1_r50_lk_ts_t25_t28_ite10.res
25,29,100,5.06097564,1.097561,4.878049,2.090201492,48968.23,2247942229,18352132.55,E100_1000.1_r50_lk_ts_t25_t29_ite10.res
25,2,100,3.11463413,0.243902,3.292683,0.9939789438,16161.15,1027725286,40986241.74,E100_1000.1_r50_lk_ts_t25_t2_ite10.res
25,30,100,5.11341467,1.097561,4.9390245,2.114123519,49440.56,2237009794,18214778.47,E100_1000.1_r50_lk_ts_t25_t30_ite10.res
25,3,100,2.97317075,0.609756,2.926829,0.9514090397,18322.08,1165742586,36902719.65,E100_1000.1_r50_lk_ts_t25_t3_ite10.res
25,4,100,3.12317077,0.853659,3.170732,0.9824983171,19796.76,1254958794,34435688.63,E100_1000.1_r50_lk_ts_t25_t4_ite10.res
25,5,100,3.18536585,0.97561,3.170732,1.051964092,21328.11,1340117027,32394270.07,E100_1000.1_r50_lk_ts_t25_t5_ite10.res
25,6,100,3.22073169,0.853659,3.292683,1.112595118,22709.39,1412012782,30694972.43,E100_1000.1_r50_lk_ts_t25_t6_ite10.res
25,7,100,3.41707319,1.097561,3.4756095,1.147410277,23638.07,1460529878,29670342.36,E100_1000.1_r50_lk_ts_t25_t7_ite10.res
25,8,100,3.94634146,1.097561,4.02439,1.300064457,25480.56,1549514015,28503516.72,E100_1000.1_r50_lk_ts_t25_t8_ite10.res
25,9,100,4.02317076,1.097561,3.902439,1.350058145,26743.4,1606739604,27223939.31,E100_1000.1_r50_lk_ts_t25_t9_ite10.res
26,10,100,4.07317077,1.097561,4.02439,1.462695865,27632.98,1654549589,27103864.9,E100_1000.1_r50_lk_ts_t26_t10_ite10.res
26,11,100,4.2256098,1.097561,4.268293,1.424439407,28507.92,1690457249,26336924.21,E100_1000.1_r50_lk_ts_t26_t11_ite10.res
26,12,100,4.30000001,1.097561,4.390244,1.517005523,29726.84,1743122670,25714281.43,E100_1000.1_r50_lk_ts_t26_t12_ite10.res
26,13,100,4.35000004,1.097561,4.3292685,1.541508208,30919.42,1788475985,24913005.72,E100_1000.1_r50_lk_ts_t26_t13_ite10.res
26,14,100,4.54512199,1.097561,4.5731705,1.624339023,32586.5,1859612334,24247426.6,E100_1000.1_r50_lk_ts_t26_t14_ite10.res
26,15,100,4.50487807,1.097561,4.512195,1.6060133,33739.06,1898465622,23689342.62,E100_1000.1_r50_lk_ts_t26_t15_ite10.res
26,16,100,4.71219514,1.097561,4.634146,1.813516786,34635.5,1923170724,23163093.33,E100_1000.1_r50_lk_ts_t26_t16_ite10.res
26,17,100,4.65731709,1.097561,4.634146,1.756557296,36144.07,1981636074,22454089.18,E100_1000.1_r50_lk_ts_t26_t17_ite10.res
26,18,51,4.79674802,1.219512,4.634146,1.926314642,36956.11765,2003254556,22405749.63,E100_1000.1_r50_lk_ts_t26_t18_ite10.res
26,1,100,3.42682929,0.853659,3.536585,1.08724727,14132.7,885442752.5,46910244.83,E100_1000.1_r50_lk_ts_t26_t1_ite10.res
26,2,100,3.1695122,0.853659,3.170732,0.9906597743,16347.05,1035948264,40181841.67,E100_1000.1_r50_lk_ts_t26_t2_ite10.res
26,3,100,2.95243902,1.097561,2.926829,0.9297704279,17851.11,1135970520,36794650.41,E100_1000.1_r50_lk_ts_t26_t3_ite10.res
26,4,100,3.10853662,0.609756,3.170732,1.074739429,19624.04,1242460788,34368552.11,E100_1000.1_r50_lk_ts_t26_t4_ite10.res
26,5,100,3.48292686,1.097561,3.658537,1.045954916,21287.38,1337662524,32448187.57,E100_1000.1_r50_lk_ts_t26_t5_ite10.res
26,6,100,3.37926831,0.731707,3.414634,1.156579545,22747.19,1416465592,31005329.52,E100_1000.1_r50_lk_ts_t26_t6_ite10.res
26,7,100,3.7195122,1.097561,3.658537,1.162436235,23743.76,1467462426,29816755.63,E100_1000.1_r50_lk_ts_t26_t7_ite10.res
26,8,100,3.76463414,1.097561,3.8414635,1.295333887,25353.65,1548957015,28806671.99,E100_1000.1_r50_lk_ts_t26_t8_ite10.res
26,9,100,4.03048782,1.097561,4.02439,1.346814021,26397.26,1598611787,27896000.74,E100_1000.1_r50_lk_ts_t26_t9_ite10.res
28,10,100,4.31585368,1.097561,4.3292685,1.536123326,26057.24,1595526073,28508269.05,E100_1000.1_r50_lk_ts_t28_t10_ite10.res
28,11,100,4.53780489,1.097561,4.634146,1.590643995,27097.78,1643432308,27811150.55,E100_1000.1_r50_lk_ts_t28_t11_ite10.res
28,12,100,4.61951223,1.097561,4.756098,1.588658044,28269.01,1694392133,26923513.79,E100_1000.1_r50_lk_ts_t28_t12_ite10.res
28,13,100,4.6365854,1.097561,4.634146,1.658397049,29433.62,1741472981,26173308.35,E100_1000.1_r50_lk_ts_t28_t13_ite10.res
28,14,100,4.59390245,1.097561,4.634146,1.668248184,30562.19,1787489105,25445594.16,E100_1000.1_r50_lk_ts_t28_t14_ite10.res
28,15,100,4.74390247,1.097561,4.756098,1.784034635,32047.24,1849130626,24912448.03,E100_1000.1_r50_lk_ts_t28_t15_ite10.res
28,16,100,4.8182927,1.097561,4.756098,1.809202152,32979.65,1879668192,24322974.17,E100_1000.1_r50_lk_ts_t28_t16_ite10.res
28,17,100,4.84878052,1.097561,4.756098,1.881061939,34251.45,1924851923,23724121.44,E100_1000.1_r50_lk_ts_t28_t17_ite10.res
28,18,100,4.86097564,1.097561,4.756098,1.905413613,35360.74,1960677110,23294348.17,E100_1000.1_r50_lk_ts_t28_t18_ite10.res
28,19,100,5.02804881,1.097561,4.878049,2.012977363,36555.16,1997767785,22774821.51,E100_1000.1_r50_lk_ts_t28_t19_ite10.res
28,1,100,3.58292683,1.097561,3.4756095,1.056452789,14106.35,880737292.6,45739035.76,E100_1000.1_r50_lk_ts_t28_t1_ite10.res
28,20,100,5.05853662,1.097561,4.878049,2.098735201,37597.22,2028247836,22307331.46,E100_1000.1_r50_lk_ts_t28_t20_ite10.res
28,21,100,5.07439028,1.097561,4.878049,2.083823699,38931.04,2070874457,21871406.45,E100_1000.1_r50_lk_ts_t28_t21_ite10.res
28,22,100,5.06097564,1.097561,4.878049,2.090201492,39816.04,2091728444,21532386.31,E100_1000.1_r50_lk_ts_t28_t22_ite10.res
28,23,100,5.11341467,1.097561,4.9390245,2.114123519,40835.29,2118711631,21200898.41,E100_1000.1_r50_lk_ts_t28_t23_ite10.res
28,24,100,5.11341467,1.097561,4.9390245,2.114123519,41657.58,2130833335,20794050.4,E100_1000.1_r50_lk_ts_t28_t24_ite10.res
28,25,100,5.11341467,1.097561,4.9390245,2.114123519,42703.49,2159079265,20546549.19,E100_1000.1_r50_lk_ts_t28_t25_ite10.res
28,26,100,5.11341467,1.097561,4.9390245,2.114123519,43636.38,2176555035,20140723.93,E100_1000.1_r50_lk_ts_t28_t26_ite10.res
28,27,100,5.11341467,1.097561,4.9390245,2.114123519,44384.29,2184321752,19929076.7,E100_1000.1_r50_lk_ts_t28_t27_ite10.res
28,28,100,5.11341467,1.097561,4.9390245,2.114123519,45353.72,2203689586,19646688.2,E100_1000.1_r50_lk_ts_t28_t28_ite10.res
28,29,100,5.11341467,1.097561,4.9390245,2.114123519,45617.76,2190306039,19390565.61,E100_1000.1_r50_lk_ts_t28_t29_ite10.res
28,2,100,3.39024386,1.097561,3.414634,1.008916536,16251.87,1029243929,40114586.79,E100_1000.1_r50_lk_ts_t28_t2_ite10.res
28,30,100,5.11341467,1.097561,4.9390245,2.114123519,46685.07,2209608929,19232960.17,E100_1000.1_r50_lk_ts_t28_t30_ite10.res
28,3,100,3.2987805,1.097561,3.292683,1.026537064,17921.12,1139053470,37066069.62,E100_1000.1_r50_lk_ts_t28_t3_ite10.res
28,4,100,3.6609756,1.097561,3.658537,1.132386611,19435.08,1233127708,34854462.16,E100_1000.1_r50_lk_ts_t28_t4_ite10.res
28,5,100,3.64146338,0.243902,3.658537,1.249931016,20685.96,1306873696,33240258.59,E100_1000.1_r50_lk_ts_t28_t5_ite10.res
28,6,100,3.88292686,1.097561,3.8414635,1.196596714,21931.18,1379002213,32130963.48,E100_1000.1_r50_lk_ts_t28_t6_ite10.res
28,7,100,4.06951221,1.097561,4.146341,1.399895935,22708.04,1422889907,31153180.72,E100_1000.1_r50_lk_ts_t28_t7_ite10.res
28,8,100,3.95243905,1.097561,3.902439,1.364953121,23562.97,1467582233,30191269.47,E100_1000.1_r50_lk_ts_t28_t8_ite10.res
28,9,100,4.20853661,1.097561,4.207317,1.329991345,24792.13,1533047363,29283289.09,E100_1000.1_r50_lk_ts_t28_t9_ite10.res
29,10,100,4.44756097,1.097561,4.4512195,1.49061671,25155.82,1555048158,29181644.52,E100_1000.1_r50_lk_ts_t29_t10_ite10.res
29,11,100,4.63170734,1.097561,4.634146,1.672019235,26199.19,1603869223,28318054.13,E100_1000.1_r50_lk_ts_t29_t11_ite10.res
29,12,100,4.62926832,1.097561,4.695122,1.636966063,27487.37,1663237339,27451459.3,E100_1000.1_r50_lk_ts_t29_t12_ite10.res
29,13,100,4.91097563,1.097561,4.8170735,1.924619661,28579.27,1711566129,26830493.98,E100_1000.1_r50_lk_ts_t29_t13_ite10.res
29,14,100,4.6573171,1.097561,4.634146,1.724101399,29784,1760630246,26134807.65,E100_1000.1_r50_lk_ts_t29_t14_ite10.res
29,15,100,4.74024391,1.097561,4.756098,1.753815022,30991.69,1806964178,25417120.78,E100_1000.1_r50_lk_ts_t29_t15_ite10.res
29,16,100,4.92560977,1.097561,4.8170735,1.903194939,32186.61,1852312561,24648939.9,E100_1000.1_r50_lk_ts_t29_t16_ite10.res
29,17,100,4.92804881,1.097561,4.756098,1.938636983,33216.98,1886616515,24148101.94,E100_1000.1_r50_lk_ts_t29_t17_ite10.res
29,18,51,4.952176059,1.219512,4.756098,2.047630126,34421.45098,1928895323,23934070.75,E100_1000.1_r50_lk_ts_t29_t18_ite10.res
29,1,100,3.73536588,1.097561,3.7195125,1.093331051,14151.03,882538535.3,45315450.32,E100_1000.1_r50_lk_ts_t29_t1_ite10.res
29,2,100,3.5,1.097561,3.4756095,1.066320568,16193.15,1024194709,39621468.21,E100_1000.1_r50_lk_ts_t29_t2_ite10.res
29,3,100,3.53414633,1.097561,3.536585,1.166239734,17885.6,1136842888,36905164.23,E100_1000.1_r50_lk_ts_t29_t3_ite10.res
29,4,100,3.60487807,1.097561,3.658537,1.139836199,19230.15,1221392142,34988965.29,E100_1000.1_r50_lk_ts_t29_t4_ite10.res
29,5,100,3.99268295,0.609756,4.146341,1.279342871,20033.02,1273392337,33741318.09,E100_1000.1_r50_lk_ts_t29_t5_ite10.res
29,6,100,3.97682927,1.097561,4.02439,1.299876652,20910.95,1325684055,32748259.03,E100_1000.1_r50_lk_ts_t29_t6_ite10.res
29,7,100,4.05243903,1.097561,4.02439,1.381228248,22020.65,1390233736,31937877.81,E100_1000.1_r50_lk_ts_t29_t7_ite10.res
29,8,100,4.32804879,1.097561,4.390244,1.377704239,22831.69,1434883240,30976470.97,E100_1000.1_r50_lk_ts_t29_t8_ite10.res
29,9,100,4.40609761,1.097561,4.3292685,1.45287071,24117.41,1502352902,30018027.63,E100_1000.1_r50_lk_ts_t29_t9_ite10.res
2,10,100,4.6987805,1.097561,4.5731705,1.881328256,29553.47,1876795689,27827324.94,E100_1000.1_r50_lk_ts_t2_t10_ite10.res
2,11,100,4.75853661,1.097561,4.634146,1.895450582,31386.22,1950933482,26970018.88,E100_1000.1_r50_lk_ts_t2_t11_ite10.res
