tenure1,tenure2,runs,mean_gap,min_gap,max_gap,std_gap,mean_value,mean_iterations,mean_candidates,mean_feasibility
1,1,100,5.35853661,1.097561,10.487805,2.122319351,863.94,16803.84,1245113182,38612266.27
1,2,100,5.18292685,1.097561,10.487805,2.049705666,862.5,17594.93,1298404245,37493148.98
1,3,100,5.15121952,1.097561,10.487805,2.010981233,862.24,18514.01,1358718789,36502594.4
1,4,100,5.01097563,1.097561,10.487805,2.034226576,861.09,20178.09,1465812420,35195991.77
1,5,100,5.01219517,1.097561,10.487805,2.062054485,861.1,20971.79,1505714976,33772364.27
1,6,100,4.90853663,1.097561,10.487805,2.046836172,860.25,22468.06,1598653322,32879220.78
1,7,100,4.84634154,1.097561,10.487805,2.03396995,859.74,24139.89,1683457936,30980621.5
1,8,100,4.85609759,1.097561,10.487805,2.026775351,859.82,25279.57,1738474453,30330136.3
1,9,100,4.82317077,1.097561,10.487805,1.960465228,859.55,27021.94,1809096237,28809567.68
1,10,100,4.81097565,1.097561,10.487805,1.938581208,859.45,29607.32,1901933894,27337600.28
1,11,100,4.89268297,1.097561,10.487805,1.991928777,860.12,31400.98,1974482624,26177584.64
1,12,100,4.89878052,1.097561,10.487805,1.968164853,860.17,34515.44,2077559577,24930570.93
1,13,100,4.86585368,1.097561,10.487805,1.927945412,859.9,36423.3,2106095969,23681601.99
1,14,100,4.89146345,1.097561,10.487805,1.972270015,860.11,39347.03,2181027469,22405299.12
1,15,100,4.98292686,1.097561,10.487805,2.036287765,860.86,41896.6,2213510092,21420070.79
2,1,100,4.8353659,0.853659,10.487805,2.027293717,859.65,15214.9,1107291410,39461769.31
2,2,100,4.9073171,0.97561,10.487805,2.066393254,860.24,17117.63,1244194106,37648121.77
2,3,100,4.74024394,0.853659,10.487805,2.037883124,858.87,18058.96,1308466604,37312490.18
2,4,100,4.68292688,1.097561,10.487805,1.935449923,858.4,18987.39,1375800241,35125175.03
2,5,100,4.55000005,1.097561,10.487805,1.880069372,857.31,21020.91,1488670325,33137654.58
2,6,100,4.5646342,1.097561,10.487805,1.909527401,857.43,22886.64,1591888128,31754343.66
2,7,100,4.57804884,1.097561,10.487805,1.913469832,857.54,24055.66,1646884037,30493805.23
2,8,100,4.67073172,1.097561,10.487805,1.88539979,858.3,25720.26,1720382093,29696013.37
2,9,100,4.60365856,1.097561,10.487805,1.909615544,857.75,27730.49,1805574979,28349562.7
2,10,100,4.6987805,1.097561,10.487805,1.881328256,858.53,29553.47,1876795689,27827324.94
2,11,100,4.75853661,1.097561,10.487805,1.895450582,859.02,31386.22,1950933482,26970018.88
2,12,100,4.69634148,1.097561,10.487805,1.91182634,858.51,34103.54,2052704014,25556102.64
2,13,100,4.75000004,1.097561,10.487805,1.957627987,858.95,36239.95,2112506972,23910987.51
2,14,100,4.75243905,1.097561,10.487805,1.957020137,858.97,38389.84,2166474050,23162158.28
2,15,100,4.69390246,1.097561,10.487805,1.904899131,858.49,40476.24,2206812661,22303340.42
3,1,100,4.62804879,0.853659,10.487805,1.947857936,857.95,14982.48,1075431187,40584661.91
3,2,100,4.61585369,0.853659,10.487805,1.901574544,857.85,16426.34,1177307860,37281595.29
3,3,100,4.56097561,0.97561,9.268293,1.754615285,857.4,18136.62,1295553865,36106172.19
3,4,100,4.41097564,1.097561,10.487805,1.87985848,856.17,19308.84,1364341412,34405278.44
3,5,100,4.23048784,1.097561,7.560976,1.468404764,854.69,20917.23,1462731446,33792052.99
3,6,100,4.32682929,1.097561,10.487805,1.773984371,855.48,22129.48,1527473281,31754700.72
3,7,100,4.34756099,1.097561,8.04878,1.580609057,855.65,23320.11,1578217344,31282722.92
