tenure1/tenure2,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
1,7.02744424,6.74271015,6.64322472,6.22984567,6.1886792,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3,4.79759861,4.38593482,4.26929672,3.7701544,3.45797608,3.85934823,3.62778732,3.70497433,4.30531736,4.19725561,4.13893651,4.62950258,4.42024012,4.75471698,4.86449399
4,3.35677526,2.9554031,2.84562614,2.97770156,3.05660381,3.07547171,3.36020585,3.68096054,3.62092624,3.89022299,3.94168099,4.23327614,4.35334476,4.34476844,4.71698112
5,2.37564327,1.57118361,2.14579764,2.26072044,2.7307033,2.78216124,2.86277874,3.01372216,3.2264151,3.4373928,3.73070322,3.63636369,3.98113205,4.24528302,4.44939965
6,1.34133797,1.31560898,1.50943401,2.0583191,2.25385939,2.52658667,2.70668956,2.7461406,2.90394504,3.34476841,3.44596914,3.63121784,3.98456259,4.23499144,4.38593479
7,0.73241867,0.93996576,1.42881657,1.72212698,1.94168105,2.29845628,2.44253862,2.7770154,2.9142367,3.06003427,3.2984563,3.55574614,3.73241852,4.00686105,4.17152657
8,0.61063477,0.8730704,1.2538594,1.58490572,1.87650088,2.15608923,2.32761575,2.87307033,2.9502573,2.96054886,3.32246999,3.28301886,3.71355062,3.95711838,4.07547171
9,0.38936541,0.74614074,1.01372226,1.33276165,1.6140652,2.02915956,2.41509437,2.64150941,2.76843909,3.09090911,3.2298456,3.43910802,3.68953689,4.02058317,4.19554031
10,0.45626079,0.5403089,0.80617508,1.31046317,1.76157814,1.9382505,2.22813037,2.5042882,2.60720409,2.91252147,3.14922812,3.27958835,3.62435679,3.83876501,3.81475129
11,0.41680969,0.60034319,0.79931396,1.1646656,1.41852492,1.91423674,2.12864501,2.3979417,2.62950261,2.73413383,3.34648368,3.2315609,3.54716981,3.60548885,3.90394508
12,0.43739284,0.49056611,0.6792454,0.87307038,1.36706699,1.73241853,2.09262439,2.18353347,2.66895366,2.89708409,2.87307028,3.37564325,3.62778729,3.78902226,4.02229845
13,0.37907383,0.4168097,0.61234999,0.85934834,1.21612356,1.7204117,2.24699832,2.56260722,2.65523159,2.77358492,3.29674097,3.25728985,3.63464835,3.76672383,3.94854208
14,0.35506009,0.4716982,0.51972563,0.72212699,1.11492289,1.39622647,1.6689537,2.06861066,2.5128645,2.71012008,3.0943396,3.3361921,3.52315606,3.8559177,4.0943396
15,0.34991432,0.50257304,0.53516307,0.63121793,0.93996574,1.40823334,1.90222987,2.05831901,2.65180101,2.88850771,3.12864493,3.27958829,3.67066897,3.9588336,3.74614062
16,0.41337916,0.42195551,0.54888515,0.75986285,1.00857643,1.39965699,1.73927957,1.83018867,2.45969124,2.77701543,3.26243573,3.42367068,3.37049744,3.66380787,3.89365348
17,0.36363649,0.4631219,0.62092634,0.72041173,0.90051464,1.27787312,1.71698113,1.83533452,2.40823331,2.66209257,3.02572894,3.34133792,3.61406512,3.85763291,3.95025728
18,0.34476852,0.46655244,0.59176686,0.78559186,0.9159521,1.06689541,1.5145798,1.95711837,2.25042882,2.58147513,2.99142365,3.44253861,3.42195539,3.77186959,3.95883356
19,0.35677536,0.43396235,0.60548896,0.78902236,0.92795889,1.16295029,1.50943399,2.01715267,2.18696396,2.59862775,3.22641508,3.27787304,3.61578046,3.41680955,3.87650086
20,0.43396235,0.51629512,0.60205839,0.76500869,0.84219559,1.16466551,1.43053174,1.55231562,2.14751289,2.57632935,2.85248712,3.33962259,3.63464836,3.65351625,3.80960549
21,0.49228134,0.48542033,0.61406528,0.88164674,0.95197262,1.2229846,1.44596916,1.8490566,2.05831908,2.71183532,2.86277872,3.05317321,3.49228127,3.60034304,4.11149225
22,0.46312189,0.50771877,0.59348205,0.87307045,0.9828474,1.27787311,1.36363642,1.76157801,2.30531736,2.60205835,3.14236708,3.18696398,3.40308744,3.62092624,4.00343052
23,0.51286456,0.50600352,0.58833625,0.88164677,0.91595198,1.19897093,1.52658663,1.79073757,2.17324185,2.25728989,2.82161237,3.17324183,3.50771867,3.58490561,4.03087479
24,0.48713558,0.48713558,0.69639798,0.81475137,1.00343062,1.27787311,1.47512862,1.80274441,2.05831907,2.30531734,3.06174957,3.06518008,3.29159519,3.63121786,3.60548883
25,0.5300172,0.55746151,0.68782172,0.83018879,1.17152657,1.15608925,1.44768438,1.96054887,2.00171525,2.56260722,2.82161233,3.08576327,3.59691252,3.86620923,4.10120069
26,0.49056616,0.54545467,0.69468274,0.74099491,1.04631223,1.35849055,1.51801035,1.62264149,2.12692966,2.64322468,2.69639789,2.95025731,3.50085766,3.60205833,3.89879932
27,0.54888519,0.66037749,0.73584916,0.93481998,1.06174962,1.44425385,1.65351632,1.63979415,2.00343054,2.58662096,2.65694679,2.96912518,3.38936533,3.60034305,3.67753001
28,0.53687832,0.57289888,0.74442548,0.9176673,1.10806172,1.39965694,1.54716981,1.95368784,2.14922815,2.4271012,2.75128644,2.87478557,3.24528303,3.70668951,3.89536877
29,0.50600351,0.6415095,0.72041179,0.87650092,1.14922816,1.34305321,1.60548892,1.68953688,2.12178385,2.49056606,2.85934819,3.23156084,3.53001717,3.51286449,3.91252145
30,0.63464847,0.62092632,0.75471709,1.00000004,1.24528305,1.26072047,1.70154376,2.03430529,2.31903943,2.49056604,2.85420238,3.21955402,3.14579761,3.78387652,3.86620925
