tenure1/tenure2,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
1,4.91816142,4.84192825,4.6580718,4.58071751,4.50448435,4.43049334,4.32062783,4.34417043,4.35201797,4.30044843,4.23878922,4.29596415,4.31502243,4.2432735,4.36547083
2,4.5661435,4.57623316,4.34529144,4.18497754,3.99215245,3.86547081,3.87331835,3.80829597,3.70964124,3.78475337,3.83968605,3.8710762,3.99215241,3.96524662,3.97421521
3,4.29260087,4.29484301,4.24887891,3.89573993,3.62668163,3.46188337,3.46973093,3.36434976,3.49551571,3.5470852,3.62892378,3.67713005,3.74103139,3.79932736,3.81390131
4,4.0930493,3.86547081,3.65919278,3.71636772,3.42713006,3.30269055,3.3195067,3.26681609,3.36659193,3.40134526,3.45852014,3.59865467,3.57847534,3.66591928,3.81838563
5,3.70515693,3.5403587,3.28923764,3.25448434,3.26008968,3.1984305,3.21748879,3.11883406,3.23430491,3.29035875,3.39461881,3.45852015,3.48318387,3.68497758,3.67040362
6,3.48766816,3.05381169,3.17376682,3.03475334,3.02017942,3.01681613,3.0560538,3.14798206,3.16928249,3.14461883,3.22982067,3.37107624,3.36322872,3.46636771,3.49999998
7,3.25784751,3.07062781,3.01681607,2.88116595,2.7982063,2.92040356,2.95964126,2.88340808,3.01008966,3.09753362,3.0605381,3.2343049,3.19394622,3.31390134,3.36995512
8,3.24103138,2.91255606,2.85538117,2.82847534,2.74775785,2.7825112,2.90246636,2.93721973,2.8811659,2.92040359,3.07062777,3.11322872,3.11210761,3.25672645,3.28139012
9,3.11771299,2.97421529,2.92713001,2.77017934,2.7679372,2.85874439,2.69843048,2.85762331,2.87556052,2.9719731,3.02354255,3.12780271,3.07399102,3.11659193,3.27466367
10,3.17713004,2.82511209,2.75112105,2.56502239,2.71076233,2.77017936,2.61659192,2.79708524,2.80941702,2.90358747,2.97757847,3.04147982,3.0941704,3.09080716,3.31390136
11,3.0056054,2.75784751,2.60874434,2.64013451,2.48991027,2.60313904,2.54372195,2.7589686,2.72982064,2.81726453,2.93946184,2.86883413,2.98542601,3.16816141,3.2298206
12,3.1210762,2.85089681,2.66367712,2.42713002,2.49439464,2.59641253,2.50896862,2.64686099,2.76681613,2.69394616,2.81950673,3.02017935,3.04260084,3.07399104,3.1569507
13,2.86771301,2.63901341,2.48430491,2.62107621,2.51233184,2.64237671,2.56838567,2.69730942,2.67264569,2.6289238,2.77914794,2.85650221,3.08632288,3.04820624,3.12556056
14,3.16591927,2.72869956,2.661435,2.50672641,2.51008965,2.51008967,2.54484304,2.52017936,2.68834084,2.67825105,2.78475337,2.75224212,2.96973092,3.220852,3.26681617
15,3.11547084,2.735426,2.46412555,2.34753357,2.33295959,2.39686099,2.45179368,2.3632287,2.47645737,2.6872197,2.80717488,2.88677135,3.01345288,3.06165919,3.09529147
16,2.98206275,2.68161432,2.470852,2.3195067,2.39013447,2.40919281,2.45291476,2.46188345,2.52017931,2.65807176,2.76681616,2.68273542,2.87219736,2.93497753,3.18721974
17,3.0863229,2.65134529,2.48654715,2.41704028,2.36434973,2.40807177,2.45403584,2.45852018,2.57959641,2.66704038,2.70067263,2.83408075,2.91928249,3.02578476,3.11771299
18,3.05941703,2.62892381,2.47309415,2.30156949,2.40246637,2.42376679,2.34529142,2.45627799,2.51008967,2.78811657,2.66255603,2.78699551,2.94506728,3.00000003,3.24215247
19,3.02130043,2.56726455,2.58408064,2.49775785,2.38789236,2.20964121,2.33856495,2.42825112,2.4652466,2.66031387,2.85874434,2.84977578,2.87107619,3.01233181,3.11098653
20,3.03139013,2.6849776,2.48094167,2.42937217,2.44170409,2.35538115,2.30156949,2.34080711,2.57511209,2.65919281,2.81390133,2.93273542,2.87443948,2.9719731,3.09192823
21,3.08968609,2.82399101,2.61995514,2.4932735,2.31502243,2.43721977,2.5852018,2.45739909,2.4652466,2.58856498,2.66367713,2.88789238,3.05829595,2.98542601,3.21188337
22,3.04932737,2.81726456,2.54596415,2.44282509,2.36210757,2.33856504,2.41255603,2.54260088,2.60089682,2.65470853,2.68385648,3.00224214,2.96860981,3.12331837,3.34977577
23,3.0280269,2.81165919,2.53139012,2.51121075,2.46524665,2.56053809,2.49327353,2.61995512,2.52578474,2.72085197,2.91031382,2.86771298,2.98991028,2.88789235,3.3340807
24,3.08968606,2.86547083,2.65695064,2.52802692,2.46636773,2.63565017,2.48430495,2.4764574,2.57062778,2.75672645,2.88116593,2.90919281,3.01008969,3.17712999,3.36771296
25,3.03699552,2.85650219,2.80941697,2.54596407,2.4439462,2.44843051,2.52130048,2.76233179,2.67264568,2.853139,2.91031384,3.05269058,2.985426,3.27466363,3.39349777
