tenure1/tenure2,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
1,3.327225923,3.473550351,3.417152109,3.311237303,3.210083952,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3,2.770448399,2.883231778,2.490421631,2.15467414,1.902668667,2.149221934,1.943107817,1.949616126,2.244060887,2.046511483,1.859688314,2.211779503,1.978344679,2.157857942,2.537544361
4,2.400908647,1.761231554,1.548466796,1.767239289,1.685092437,1.515520151,1.797844937,2.005878211,1.808853363,1.966445266,1.974303403,1.819498774,2.096625391,2.172404038,2.149360245
5,1.809917634,1.159183595,1.302319087,1.193207702,1.526934054,1.388698875,1.504980743,1.554817942,1.458856281,1.498098111,1.695114424,1.757539934,1.760293114,1.938054183,1.975934433
6,0.9981942464,1.112435786,1.040645988,1.253601622,1.200319696,1.39580165,1.303934825,1.261988228,1.413657397,1.598778564,1.627444032,1.685387823,1.853637829,1.898599362,1.882022627
7,0.7390134254,0.7965420481,0.9812817074,1.232544075,1.277292949,1.430323471,1.390525264,1.497259634,1.270671479,1.479694781,1.488732261,1.711424706,1.663569411,1.797419277,1.938131604
8,0.6502215282,0.7070520527,1.104026154,1.041536575,1.20422526,1.113023291,1.282951679,1.42936222,1.411499906,1.512647579,1.480284186,1.5803668,1.701588843,1.646715665,1.726683776
9,0.4441227706,0.7983662493,0.8901421504,0.9340506331,1.146390379,1.204530019,1.283976306,1.280806114,1.32371365,1.459525322,1.559360426,1.431439833,1.625872855,1.812206009,1.75862515
10,0.4369483714,0.4589447537,0.6745302521,0.986556919,1.158192258,1.089067303,1.209808198,1.296717292,1.401993273,1.396254036,1.474826399,1.439907219,1.622974967,1.750556088,1.608345233
11,0.378675298,0.6038597994,0.810133569,0.9487113372,1.107294615,1.091852552,1.242193103,1.395402376,1.390083829,1.32703221,1.449209152,1.492692517,1.639594244,1.710056705,1.767844647
12,0.327428926,0.4006146914,0.570673115,0.7370967591,0.9169030677,1.097223157,1.243844023,1.347265065,1.325127307,1.186342445,1.419347187,1.412316548,1.568542284,1.663743556,1.657171517
13,0.3910610218,0.3825792342,0.609617506,0.6023791306,0.9429928926,1.110938711,1.440571596,1.383819636,1.332543341,1.17252425,1.462088656,1.426056738,1.678433134,1.628507407,1.778881631
14,0.3424072387,0.4363732918,0.4878717665,0.5806752528,0.8545085793,0.8961066892,1.041175603,1.341288274,1.304571683,1.366570134,1.401340292,1.520242668,1.620916393,1.670052217,1.741513922
15,0.3386238385,0.4376517268,0.4562853546,0.5290344728,0.6457084797,0.9580627797,1.183131569,1.233045507,1.441173894,1.439791644,1.446669202,1.390773135,1.699950725,1.720055039,1.65256432
16,0.3508436736,0.351964266,0.4313214516,0.5080439307,0.7171453181,0.9510343928,1.10114887,1.125977892,1.402039907,1.426098469,1.347954219,1.466622456,1.541788827,1.672371105,1.765385183
17,0.3134288632,0.3819922778,0.620501147,0.5800121261,0.7025317445,0.9484230852,1.078370993,1.204393062,1.360449924,1.320895299,1.399132994,1.513798457,1.579658625,1.763363119,1.768069032
18,0.3417469424,0.365760895,0.3895992133,0.4734816779,0.6306861776,0.7433138358,0.9736808903,1.158510429,1.170297953,1.230240468,1.476598569,1.556346331,1.5658875,1.654680492,1.865117666
19,0.3090364652,0.3788322191,0.4197669508,0.5794994831,0.5902184782,0.8014146155,0.9423323662,1.146915203,1.307529806,1.392501869,1.401504617,1.538995215,1.518737643,1.757485844,1.722182276
20,0.3293113616,0.3587176991,0.4405214776,0.5004796879,0.5697219043,0.730698693,0.8881785723,1.098272194,1.264337386,1.337107431,1.3461175,1.499393903,1.708964146,1.751696562,1.864259376
21,0.3410156678,0.3893550294,0.4355586519,0.5119858655,0.7412298917,0.6580968187,0.8530309414,1.113110065,1.262342594,1.231524957,1.359526713,1.402205254,1.74183217,1.699687555,1.789288511
22,0.3356088841,0.3760489132,0.3881050794,0.4858207663,0.6449600978,0.8258126245,0.8294034848,1.091072458,1.242246991,1.401580954,1.58353416,1.574179154,1.601790764,1.93598599,1.812517562
23,0.2980864551,0.363556423,0.3691376212,0.5285510813,0.6022433329,0.7563590984,0.8127997372,1.063615689,1.174550114,1.213052486,1.471569506,1.596918651,1.709777806,1.846673811,1.78030447
24,0.3638383416,0.3358037117,0.430507581,0.5437143552,0.6279259032,0.6854020116,0.9385403256,0.9667707013,1.177820933,1.454291086,1.456140298,1.611028739,1.655793634,1.844186566,1.713875793
25,0.315145128,0.3635564737,0.3949929788,0.5466280433,0.6895864971,0.728386839,0.9233191811,1.187934523,1.255273065,1.344386641,1.368173003,1.567048585,1.607482993,1.75303973,1.79304486
26,0.3721563819,0.3433822706,0.4932753814,0.5019382303,0.6762902374,0.7481358328,0.9688832465,0.9889337573,1.220448266,1.402649186,1.571325886,1.665868745,1.843225878,1.818211213,1.964627163
27,0.3395703178,0.4267323297,0.4369993849,0.5750592837,0.6724098232,0.7574133535,0.9208051732,1.059135729,1.188090851,1.480690686,1.377075867,1.548773834,1.815286392,1.795264468,1.78410975
28,0.3646012694,0.4059206629,0.5115213152,0.5448064421,0.7476351969,0.8073775871,0.9570338714,1.107842016,1.256077705,1.467524916,1.462767346,1.642354237,1.612692656,1.79400592,1.853066997
29,0.3552880502,0.3980844446,0.4347527587,0.5638493309,0.7814833852,0.8144634732,0.9786934497,1.064189779,1.192030255,1.387178628,1.445217211,1.580310397,1.634565747,1.938530226,1.91558506
30,0.4090421035,0.3679481797,0.4845374491,0.6085440492,0.7485092151,0.8174936706,1.051351515,1.149219025,1.255136881,1.33921726,1.406547563,1.565599013,1.700338712,1.78984726,1.963653484
