tenure1/tenure2,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
1,4.05049257,4.06773402,3.98275865,3.79310345,3.77463058,3.68103449,3.57512316,3.57758623,3.58497538,3.58990146,3.72290644,3.79556653,3.79433498,3.93719211,4.03325125
2,3.76724135,3.75615769,3.56527096,3.51477835,3.18596058,3.26108376,3.25369457,3.26108374,3.35714285,3.35837442,3.56527095,3.61945815,3.7081281,3.80788179,3.84729067
3,3.46059115,3.3165025,3.21674878,3.02832514,2.93842366,2.8041872,3.03325119,3.11576351,3.25123148,3.25738917,3.17610838,3.35714287,3.35221677,3.51354679,3.69581279
4,3.09852215,3.08743842,2.86945818,2.79187194,2.79433498,2.82142856,2.8165025,2.98768474,3.11945816,3.2007389,3.24261084,3.26970446,3.36945812,3.59605912,3.46551719
5,3.00738913,2.90270938,2.73275865,2.63054194,2.62684734,2.66009857,2.8608374,2.96182264,3.08251233,3.09605911,3.11330052,3.22290643,3.39778326,3.5381773,3.56157636
6,2.96674881,2.84852216,2.6896552,2.48152712,2.50862072,2.71551722,2.65147787,2.74014779,2.86453202,3.05665025,3.02093597,3.0825123,3.27832512,3.53817732,3.55418718
7,2.83620694,2.70935959,2.57512315,2.57266016,2.53571431,2.5012315,2.67610836,2.62561576,2.84729065,2.94950742,2.97660097,3.02093595,3.1859606,3.49137931,3.47536948
8,2.7142857,2.56280795,2.48522174,2.50369467,2.39655174,2.45197053,2.57266017,2.65270937,2.62931036,2.63916258,2.81157632,2.96182269,3.23029559,3.2820197,3.32512314
9,2.62315273,2.44581284,2.43842372,2.44458137,2.54433505,2.52339909,2.50123155,2.63793106,2.52709354,2.43226603,2.62561582,2.70566501,2.94581281,3.15886698,3.25985221
10,2.31034484,2.27463058,2.46551729,2.30541877,2.26847295,2.39532024,2.35591138,2.408867,2.33128077,2.42857145,2.57266012,2.84236455,2.83251232,3.11945815,3.21551722
11,2.22906409,2.34482761,2.12931041,2.24507394,2.16502472,2.22290648,2.23152717,2.29187194,2.22906408,2.32635468,2.56157634,2.6527094,2.83620687,3.09113301,3.14901476
12,2.28817732,2.03201974,2.08004927,2.12438432,1.99507394,2.08251235,2.00738919,2.13793109,2.18349757,2.19704436,2.3435961,2.68349755,2.74261088,2.88793104,2.98891626
13,2.20073891,1.98152712,2.00369461,2.09359608,2.0714286,1.78078824,1.9704434,2.03694585,2.05418723,2.05049269,2.46428571,2.51970449,2.78201971,2.7561576,2.90024629
14,1.9445813,1.89285721,1.89039414,1.82881776,1.83497543,1.929803,2.04310343,1.94581284,2.12931036,2.01477837,2.38177341,2.58497539,2.55049258,2.76724138,2.92610835
15,1.95320196,1.77832515,1.82635474,1.78201978,1.89408875,1.82881775,1.81896556,1.93965521,2.067734,2.06773401,2.29802959,2.60714289,2.62315272,2.81157635,2.93472908
16,1.79187195,1.78694588,1.87192123,1.95073894,1.90024635,1.75615766,1.88669953,2.02832518,2.14778328,2.16625619,2.38300496,2.56650245,2.7352216,2.84729065,2.9901478
17,1.78817737,1.65640398,1.81650245,1.81896555,1.84729066,1.84605912,1.89039415,1.94950745,2.15147789,2.27832516,2.41256161,2.73522167,2.71798032,3.03817734,3.08004927
18,1.67857145,1.69581286,1.65394094,1.99753695,1.80541873,1.84852218,1.9359606,2.12561576,2.14285719,2.46305419,2.65763549,2.72536945,2.80788181,3.03448275,3.21551724
19,1.70320196,1.74507394,1.82266012,1.7721675,1.74753696,1.58743848,1.97660103,2.0665025,2.29556651,2.49014782,2.59113303,2.87192118,2.99384236,3.03325124,3.20566502
20,1.64408869,1.6625616,1.73891627,1.90640397,1.65640398,1.90517244,2.07512322,2.29679805,2.21428574,2.51231527,2.77463052,2.9593596,3.13054187,3.26970442,3.48891624
21,1.69458129,1.72536949,1.6527094,1.65394093,1.61822663,1.82758628,2.06280788,2.23891631,2.62807884,2.81773399,3.05665026,3.14655174,3.17487683,3.31403942,3.39285714
22,1.7450739,1.77216752,1.83251233,1.72413799,1.83497539,2.06280791,2.3596059,2.4938424,2.68842368,2.8423646,3.18226599,3.18349756,3.23645318,3.20320194,3.69704432
23,1.84605909,1.55418725,1.57758621,1.81650251,2.00000006,1.98152713,2.26231528,2.80172416,2.58374384,3.06034481,3.13423643,3.16502462,3.41256158,3.2918719,3.49261085
24,1.85837441,1.8300493,1.73275865,2.03940891,2.13054194,2.20320202,2.50862071,2.77339905,2.83004925,3.11576355,3.13300493,3.26724136,3.31280787,3.37684728,3.43226599
25,2.00123156,1.91995077,1.99507389,1.87438431,2.39778327,2.48399016,2.69581281,3.01847294,3.01354678,3.1182266,3.2463054,3.37438425,3.51847289,3.39778324,3.54679802
26,2.046798,1.92980299,1.67857145,2.17364535,2.55418722,2.66379313,2.87192119,3.04926109,3.08128079,3.07019705,3.24753695,3.27339904,3.55418717,3.40394088,3.56527093
27,2.20689656,2.04802962,2.21921186,2.2770936,2.58620691,2.66379314,2.97660097,2.99137931,3.34236453,3.33374383,3.59482757,3.29679801,3.364532,3.46921182,3.69211821
28,2.36822658,2.27093597,2.37438421,2.62068967,2.69211823,2.78201972,2.93965514,3.30418719,3.07019707,3.50738918,3.40394088,3.51477831,3.57389162,3.78448275,3.79802954
29,2.55049258,2.52216751,2.48152711,2.65517248,2.83004927,2.90517243,3.07758617,3.317734,3.51847293,3.42733991,3.64285715,3.60098522,3.65147782,3.80541871,3.81896551
30,2.46551721,2.59605917,2.87931031,2.90886701,2.87807883,3.19211824,3.3509852,3.24507387,3.41625615,3.7007389,3.68226599,3.81403939,3.71059113,3.9458128,3.86453202
