tenure1/tenure2,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
1,1.600985,1.600985,1.724138,0.492611,0.369458,1.847291,0.369458,0.369458,0.369458,0.369458,0.369458,0.492611,0.738916,1.970443,1.970443
2,0.369458,0.369458,0.369458,0.369458,0.369458,0.369458,0.369458,0.369458,0.369458,0.369458,0.369458,0.369458,0.369458,0.369458,0.369458
3,0.369458,0.369458,0.369458,0.369458,0.369458,0.369458,0.369458,0.369458,0.369458,0.369458,0.369458,0.369458,0.369458,0.369458,0.369458
4,0.369458,0.369458,0.369458,0.369458,0.369458,0.369458,0.369458,0.369458,0.369458,0.369458,0.369458,0.369458,0.369458,0.369458,0.369458
5,0.369458,0.369458,0.369458,0.369458,0.369458,0.369458,0.369458,0.369458,0.369458,0.369458,0.369458,0.369458,0.369458,0.369458,0.369458
6,0,0.369458,0.369458,0.369458,0.369458,0.369458,0.369458,0.369458,0.369458,0.369458,0.369458,0.369458,0.369458,0.369458,0.369458
7,0.369458,0.369458,0.369458,0.369458,0.369458,0,0.369458,0.369458,0.369458,0.369458,0.369458,0.369458,0.369458,0.369458,0.369458
8,0,0,0,0.369458,0.369458,0.369458,0.369458,0.369458,0.369458,0.369458,0.369458,0.369458,0.369458,0.369458,0.369458
9,0,0,0,0.123153,0.369458,0,0.369458,0.369458,0.369458,0.369458,0.369458,0.369458,0.369458,0.369458,0.369458
10,0,0,0.123153,0.369458,0.369458,0.123153,0.369458,0.369458,0.369458,0.369458,0.369458,0.369458,0.369458,0.369458,0.369458
11,0,0,0,0.369458,0.369458,0.369458,0.369458,0,0.369458,0.369458,0.369458,0.369458,0.369458,0.369458,0.369458
12,0,0,0,0,0.246305,0.369458,0,0.123153,0.369458,0.369458,0.123153,0.369458,0.369458,0.369458,0.369458
13,0,0,0,0.369458,0.369458,0.369458,0,0.369458,0.369458,0.369458,0.369458,0.369458,0.369458,0.369458,0.369458
14,0,0,0,0,0.369458,0.123153,0.369458,0.369458,0.369458,0.369458,0.369458,0.369458,0.369458,0.369458,0.369458
15,0,0,0,0,0.369458,0.369458,0,0.369458,0.369458,0.369458,0.369458,0.369458,0.369458,0.369458,0.369458
16,0,0,0,0,0.246305,0,0,0.369458,0.369458,0.369458,0.369458,0.369458,0.369458,0.369458,0.369458
17,0,0,0,0,0,0.369458,0.369458,0,0.369458,0.369458,0.369458,0.369458,0.369458,0.369458,0.369458
18,0,0,0,0,0,0.369458,0,0.369458,0.369458,0.369458,0.369458,0.369458,0.369458,0.369458,0.369458
19,0,0,0,0.123153,0.123153,0.369458,0.369458,0.369458,0.369458,0.123153,0.369458,0.369458,0.369458,0.369458,0.369458
20,0,0,0,0.123153,0,0,0.123153,0.369458,0.369458,0.369458,0.369458,0.123153,0.369458,0.369458,0.369458
21,0,0,0,0,0,0,0.369458,0.369458,0.369458,0.369458,0.369458,0.369458,0.369458,0.369458,0.369458
22,0,0,0.123153,0,0,0,0.369458,0.369458,0.369458,0.369458,0.369458,0.369458,0.369458,0.369458,0.369458
23,0,0,0,0.369458,0.369458,0.123153,0.369458,0.369458,0,0.369458,0.369458,0.369458,0.369458,0.369458,0.369458
24,0,0,0,0,0.369458,0.369458,0.369458,0.369458,0.369458,0.369458,0.369458,0.369458,0.369458,0.369458,0.369458
25,0,0,0,0.369458,0,0.369458,0.369458,0.369458,0.369458,0.369458,0.369458,0.369458,0.369458,0.369458,0.369458
26,0,0,0,0.369458,0.369458,0.369458,0.369458,0.369458,0.369458,0.369458,0.369458,0.369458,0.369458,0.369458,0.369458
27,0,0.123153,0,0.369458,0.369458,0.369458,0.369458,0.369458,0.369458,0.369458,0.369458,0.369458,0.369458,0.369458,0.369458
28,0.369458,0.369458,0.123153,0.369458,0.369458,0.369458,0.369458,0.369458,0.369458,0.369458,0.369458,0.369458,0.369458,0.369458,0.369458
29,0,0,0.369458,0.369458,0.369458,0.369458,0.369458,0.369458,0.369458,0.369458,0.369458,0.369458,0.369458,0.369458,0.369458
30,0.123153,0.369458,0.369458,0.369458,0.369458,0.369458,0.369458,0.369458,0.369458,0.369458,0.369458,0.369458,0.369458,0.369458,0.369458
