tenure1/tenure2,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
1,5.28548647,5.08771933,5.11004784,4.88516749,4.89633177,4.80063802,4.80542268,4.47687407,4.46730466,4.44816588,4.49122812,4.42583736,4.40510368,4.71770334,4.53110044
2,4.45773529,4.47687401,4.60127592,4.5119617,3.77352476,3.73046256,3.61881983,3.60446576,3.66826161,3.41626797,3.70015949,3.52153111,3.96331742,3.97767146,4.1451356
3,4.28708141,4.02073366,3.84051039,3.40031899,3.49601273,3.48325361,3.53748007,3.63157897,3.76555023,3.60127588,3.57894734,3.92663475,4.10526319,4.27432219,4.24720894
4,3.05582134,2.66985651,2.94098883,2.97288674,2.72567788,2.92982456,2.70653907,2.87240834,3.31738437,3.37958527,3.59649119,3.28867621,3.91068579,4.15151513,4.38596494
5,2.8548644,2.65071777,2.0717703,1.65550238,2.37001599,2.44019135,2.81180218,2.87719302,3.01754381,2.77830936,3.08452947,3.36363633,3.32376393,3.73843698,3.70653902
6,2.12280696,1.61722483,1.49920262,1.96650715,2.1196172,2.29665069,2.03508776,2.53429026,2.26475275,2.59808615,2.93301436,3.04146732,3.16267941,3.47527909,3.3700159
7,1.51674636,0.96969698,1.46411484,1.47368419,1.3732057,1.86602875,2.14354063,2.26315794,2.4784689,2.68899517,2.77511951,2.93939392,3.17862837,3.43540669,3.1068581
8,1.26315786,0.87081341,0.92025523,1.21052637,1.22966504,1.62838909,2.19776721,2.18660285,2.51674639,2.42902706,2.78149921,2.7942584,3.10207339,2.9314194,3.52791067
9,0.91387567,0.71610843,0.46252001,0.93301437,1.09888359,1.45614035,1.76236042,2.17384368,2.20574161,2.33652313,2.38277508,3.00637962,2.84848488,2.88995217,3.50398727
10,0.81818188,0.39553426,0.60925045,0.70972899,0.68580541,1.24720892,1.55502398,1.62838913,1.86921855,2.17703344,2.56937802,2.9027113,3.0797448,2.71291865,2.95215309
11,0.3987241,0.34449764,0.36363641,0.42743219,0.64912285,0.81818187,1.31578944,1.46730454,1.5645933,2.22488038,2.48803821,2.83732054,2.67623606,2.42743226,3.04465714
12,0.43859651,0.2344498,0.27910689,0.47687403,0.72089314,0.91387556,1.30622004,1.58692181,1.96969695,2.35885169,2.45135565,2.56299838,2.74960119,3.03508771,3.1275917
13,0.23125997,0.16586926,0.31738443,0.45295059,0.58373206,0.83253585,1.11323764,1.22647525,1.52153113,1.93620417,2.45933011,2.55661881,2.67623603,2.92982464,3.48484851
14,0.1371611,0.15629986,0.3875598,0.40510367,0.75917065,0.86124397,0.90430615,1.51036679,1.77033491,2.09250395,2.50239241,2.38915473,2.34768745,2.85486442,3.48963321
15,0.16586925,0.19617229,0.39553435,0.58851682,0.61562995,1.06858058,1.14354066,1.26634775,2.0334928,2.18022331,2.44976073,2.43062195,2.73205744,3.13716114,4.06379591
16,0.18660284,0.21052635,0.38755981,0.58373196,0.69218497,0.96491226,0.95215312,1.23763957,1.96650714,2.3269537,2.39553426,2.44657097,2.5598086,2.98086124,3.68740032
17,0.22966507,0.25996809,0.38277513,0.53907491,0.86921839,0.97448163,1.16108443,1.52950555,2.02711322,2.21052631,2.36363635,2.48803829,2.46889955,3.38118023,3.31419461
18,0.18341309,0.28867628,0.56299843,0.67942579,0.94736841,1.0430622,1.21212126,1.90111636,2.15470495,2.16746405,2.35725676,2.27910685,2.66028707,3.25996809,3.60606063
19,0.446571,0.25677835,0.4481659,0.82296651,0.89154709,1.27432217,1.5055821,1.59808607,2.35247205,2.26156294,2.47368423,2.64752787,2.86602871,3.55661881,3.90111641
20,0.26315787,0.45454544,0.59808613,0.91866035,0.92185006,1.30143538,1.68421045,1.83891544,2.17862836,1.99521527,2.29346093,2.67464115,2.86283897,3.8437002,4.12440191
21,0.32376398,0.48644343,0.56459329,0.92822967,1.16586918,1.2408293,1.67942581,1.82615622,2.19617227,2.13556618,2.52950556,2.86921849,3.36044653,3.59968102,4.31578945
22,0.50877195,0.50398724,0.81658693,0.81499195,1.09728863,1.35725669,1.8883572,2.17384371,2.18500794,2.27272732,2.29665067,2.78787881,3.45933011,3.98405103,4.26953746
23,0.46570976,0.53907496,0.74481655,0.90749602,1.27113237,1.34449759,1.65390745,1.99202554,2.09250399,2.22169057,3.05422644,3.3046252,3.70334925,4.04306222,4.52791068
24,0.45773532,0.58213712,0.71291866,0.96491229,1.11961722,1.46411484,1.83413075,2.19138753,2.15789474,2.33333334,2.57735245,3.53588518,3.95693776,4.24401913,4.50239234
25,0.51993621,0.82456143,0.89314192,1.20574161,1.40669853,1.43700152,1.96491229,2.14354062,2.47687398,2.82137159,3.20255188,3.41786282,3.80382774,4.52950561,4.61244019
26,0.44816589,0.74641146,1.00637961,1.04944176,1.25837318,1.58532696,2.11802233,2.21690588,2.56140349,2.47208921,3.04784693,3.44019137,4.03508768,4.11164272,4.45773526
27,0.5470495,0.78149918,0.96491224,1.18819775,1.17384368,1.91547047,1.91866023,2.20255185,2.25837325,2.81180217,3.36044663,4.23923445,4.61084531,4.61084531,4.60925043
28,0.78947371,0.86921848,1.14194574,1.05103664,1.30622001,1.75757579,2.11642742,2.40510359,2.58054227,3.04465708,3.54864427,4.20893144,4.55661883,4.55980862,4.58692185
29,0.79904311,1.05582131,1.0717703,1.34449754,1.50558206,1.830941,2.29984046,2.2025518,2.63955341,3.19138761,3.72567779,3.91387558,4.34609251,4.55821374,4.79744817
30,0.80542266,0.97129186,1.16746404,1.09409876,1.52631576,1.85964914,2.37161081,2.48006382,2.87719295,3.51993619,3.69377989,3.97607655,4.5247209,4.51834132,4.91866031
