tenure1,tenure2,runs,mean_gap,min_gap,max_gap,std_gap,mean_value,mean_iterations,mean_candidates,mean_feasibility
1,1,100,4.05049257,1.600985,10.46798,1.919552929,844.89,19204.51,1423236950,34525467.1
1,2,100,4.06773402,1.600985,10.46798,1.921591754,845.03,21684.92,1595994992,31826735.77
1,3,100,3.98275865,1.724138,10.46798,1.895000181,844.34,24946.6,1832238034,29250700.9
1,4,100,3.79310345,0.492611,10.46798,1.803863338,842.8,28048.79,2035651235,26607550.9
1,5,100,3.77463058,0.369458,10.46798,1.883579403,842.65,32663.58,2333602783,24483694.71
1,6,100,3.68103449,1.847291,10.46798,1.807333113,841.89,35385.32,2482414311,23155146.4
1,7,100,3.57512316,0.369458,10.46798,1.852338818,841.03,39015.83,2663648226,21304793.73
1,8,100,3.57758623,0.369458,10.46798,1.864368103,841.05,40845.42,2714223958,20133091.44
1,9,100,3.58497538,0.369458,10.46798,1.82848527,841.11,43128.25,2773627300,18844029.81
1,10,100,3.58990146,0.369458,10.46798,1.855389805,841.15,45317.33,2813794381,18304575.18
1,11,100,3.72290644,0.369458,10.46798,1.844249145,842.23,47537.73,2849867169,17404014.37
1,12,100,3.79556653,0.492611,10.46798,1.87510209,842.82,49161.75,2841672316,16692906.47
1,13,100,3.79433498,0.738916,10.46798,1.814000297,842.81,51237.73,2821966003,15994447.64
1,14,100,3.93719211,1.970443,10.46798,1.771076764,843.97,52575.62,2794782918,15746720.37
1,15,100,4.03325125,1.970443,10.46798,1.758743904,844.75,54745.97,2779452821,15350001.98
2,1,100,3.76724135,0.369458,10.344828,1.944703645,842.59,21381.47,1548436472,34272055.39
2,2,100,3.75615769,0.369458,9.852217,1.868154437,842.5,21518.25,1590968917,34209292.88
2,3,100,3.56527096,0.369458,9.852217,1.95250888,840.95,24418.25,1807919339,31726816.06
2,4,100,3.51477835,0.369458,9.852217,1.846786384,840.54,27401.16,1980187434,28647590.49
2,5,100,3.18596058,0.369458,9.852217,1.773514377,837.87,30648.21,2169953291,26425793.18
2,6,100,3.26108376,0.369458,10.344828,1.782890016,838.48,33680.76,2318721680,23633083.18
2,7,100,3.25369457,0.369458,10.344828,1.773905212,838.42,35778.87,2390733065,22108100.94
2,8,100,3.26108374,0.369458,10.714286,1.74616474,838.48,37427.63,2441818130,21395536.99
2,9,100,3.35714285,0.369458,10.221675,1.672139759,839.26,39464.98,2491532671,20331610.87
2,10,100,3.35837442,0.369458,10.714286,1.716466526,839.27,41362.2,2538680137,19409338.19
2,11,100,3.56527095,0.369458,10.714286,1.774785486,840.95,43586.83,2582117568,18570074.91
2,12,100,3.61945815,0.369458,10.714286,1.743303619,841.39,45815.04,2623717823,17748579.61
2,13,100,3.7081281,0.369458,10.714286,1.770422715,842.11,47952.21,2650462039,17351587.67
2,14,100,3.80788179,0.369458,10.714286,1.718591662,842.92,50302.86,2664743922,16650098.99
2,15,100,3.84729067,0.369458,10.714286,1.699628249,843.24,52554.97,2664869488,16196629.6
3,1,100,3.46059115,0.369458,10.098522,1.990978433,840.1,19314.65,1397918377,37829706
3,2,100,3.3165025,0.369458,10.221675,1.959392011,838.93,21941.5,1588660746,35220110.03
3,3,100,3.21674878,0.369458,9.975369,2.002393728,838.12,24552.65,1768019943,31804169.96
3,4,100,3.02832514,0.369458,10.098522,1.865495101,836.59,27594.21,1955478073,29244242.35
3,5,100,2.93842366,0.369458,10.221675,1.796461106,835.86,30230.69,2103916428,26620203.29
3,6,100,2.8041872,0.369458,9.1133,1.707876774,834.77,32188.47,2190924038,24488463.2
3,7,100,3.03325119,0.369458,10.221675,1.735796708,836.63,34072.46,2265138895,23165478.2
3,8,100,3.11576351,0.369458,9.975369,1.787782791,837.3,35456.11,2296483582,22185406.99
3,9,100,3.25123148,0.369458,10.714286,1.814870368,838.4,37285.47,2353482126,21237722.74
3,10,100,3.25738917,0.369458,10.714286,1.798025704,838.45,38955.61,2400576367,20465803.48
3,11,100,3.17610838,0.369458,10.714286,1.74755171,837.79,41099.64,2460559504,19778777.8
3,12,100,3.35714287,0.369458,10.714286,1.897698451,839.26,42849.1,2490185083,18854018.45
3,13,100,3.35221677,0.369458,9.359606,1.758935973,839.22,44939.61,2533229324,18242399.7
3,14,100,3.51354679,0.369458,10.714286,1.862401577,840.53,46950.95,2555398741,17747405.37
3,15,100,3.69581279,0.369458,9.359606,1.660452005,842.01,49273.35,2583591805,16930378.97
4,1,100,3.09852215,0.369458,8.866995,1.883200759,837.16,18365.74,1309693112,40849134.25
4,2,100,3.08743842,0.369458,10.098522,1.909980672,837.07,21103.22,1506965838,36911676.62
4,3,100,2.86945818,0.369458,9.852217,1.849859741,835.3,24554.48,1745259174,33405854.12
4,4,100,2.79187194,0.369458,10.098522,1.792195154,834.67,27887.21,1949882118,29412788.57
4,5,100,2.79433498,0.369458,9.852217,1.843820434,834.69,29466.37,2021798277,27098026.98
4,6,100,2.82142856,0.369458,9.852217,1.777866092,834.91,31588.56,2123573902,25369890.21
4,7,100,2.8165025,0.369458,9.482759,1.773255173,834.87,33609.68,2209142352,23616637.76
4,8,100,2.98768474,0.369458,10.098522,1.754229893,836.26,35187.89,2266662867,23044202.16
4,9,100,3.11945816,0.369458,9.852217,1.663729603,837.33,36579.69,2311102102,21882219.1
4,10,100,3.2007389,0.369458,10.714286,1.765969389,837.99,38664.27,2377069859,20768069.08
4,11,100,3.24261084,0.369458,10.714286,1.792878854,838.33,40780.6,2441087247,19879854.57
4,12,100,3.26970446,0.369458,9.605911,1.794443604,838.55,42660.11,2482037062,19124227.84
4,13,100,3.36945812,0.369458,9.605911,1.712415469,839.36,44710.25,2523009161,18418838.56
4,14,100,3.59605912,0.369458,10.714286,1.918443605,841.2,46347.73,2540683711,17850129.79
4,15,100,3.46551719,0.369458,9.605911,1.829919505,840.14,48279.14,2563097375,17390008.56
